reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId,reviews_in_sents,sentence_count,reviews_in_words,word_count,ymd,time,label,vader_label,textblob_label,bert_score,bert_label,reviews_lemmatized,year,month,day
gp:AOqpTOFL6PpdcSznTjdlCWMEeB6a3yxpBb9nRPtwjPLXNs6VDk2ZOmHd0zyHfE7ovjiwt9Zg8Xx_sGeF0jmK,veni vidi,https://play-lh.googleusercontent.com/a-/AOh14GhOs_MPPlfb4j3u8t221duVCV6rSIflYUjdcUR5Tw,"It gets worse by the day. For starters, orders and amended orders are not generating the confirmation emails, as declared. Now, to add further annoyance, I keep getting a pop-up asking me to evaluate ""my recent shopping experience"" I've left two negative comments, but these pop-ups still appear.",1,1,3.0.1,2022-03-26 18:51:39,,,newest,com.sainsburys.gol,"['It gets worse by the day.', 'For starters, orders and amended orders are not generating the confirmation emails, as declared.', 'Now, to add further annoyance, I keep getting a pop-up asking me to evaluate ""my recent shopping experience"" I\'ve left two negative comments, but these pop-ups still appear.']",3,"['it', 'gets', 'worse', 'by', 'the', 'day', '.', 'for', 'starters', ',', 'orders', 'and', 'amended', 'orders', 'are', 'not', 'generating', 'the', 'confirmation', 'emails', ',', 'as', 'declared', '.', 'now', ',', 'to', 'add', 'further', 'annoyance', ',', 'i', 'keep', 'getting', 'a', 'pop-up', 'asking', 'me', 'to', 'evaluate', '""', 'my', 'recent', 'shopping', 'experience', '""', ""i've"", 'left', 'two', 'negative', 'comments', ',', 'but', 'these', 'pop-ups', 'still', 'appear', '.']",48,2022-03-26,18:51:39,neg,neg,neg,2,neg,"['it', 'get', 'bad', 'by', 'the', 'day', '.', 'for', 'starter', ',', 'order', 'and', 'amended', 'order', 'be', 'not', 'generate', 'the', 'confirmation', 'email', ',', 'as', 'declare', '.', 'now', ',', 'to', 'add', 'further', 'annoyance', ',', 'i', 'keep', 'get', 'a', 'pop-up', 'ask', 'me', 'to', 'evaluate', '""', 'my', 'recent', 'shopping', 'experience', '""', ""i've"", 'leave', 'two', 'negative', 'comment', ',', 'but', 'these', 'pop-up', 'still', 'appear', '.']",2022,3,26
gp:AOqpTOHxSiHdc4pLvHv6ahUM0yD_jfgYGt8gRDDR5SlNnf_jjqmOiwbnrlgFuLeNwA3QPeXxBKqbgfWLOB6F,David Bains,https://play-lh.googleusercontent.com/a-/AOh14GjKOhldltr3n21nUv04cAKfDOHWZ4W-V1G-Asp93g,awefull experience,1,0,3.0.1,2022-03-26 15:14:43,,,newest,com.sainsburys.gol,['awefull experience'],1,"['awefull', 'experience']",2,2022-03-26,15:14:43,neg,neu,neu,1,neg,"['awefull', 'experience']",2022,3,26
gp:AOqpTOE7TvBt-quFyt56FMH6ni9cPIAifJ8qC5cEW4tyWNm6xxWEriDDzkSRgKarnSLIOLjk2Czsw6HsbNox,Alan Prickett,https://play-lh.googleusercontent.com/a/AATXAJwJRCZTmbLrF6nDkL7aXavoRnZL4aFCv85c_9OP=mo,You have changed a perfectly good app and made a right mess of it. There are so many ways of easily making mistakes in the new version and makes shopping so much harder.,1,0,3.0.1,2022-03-23 19:38:44,,,newest,com.sainsburys.gol,"['You have changed a perfectly good app and made a right mess of it.', 'There are so many ways of easily making mistakes in the new version and makes shopping so much harder.']",2,"['you', 'have', 'changed', 'a', 'perfectly', 'good', 'app', 'and', 'made', 'a', 'right', 'mess', 'of', 'it', '.', 'there', 'are', 'so', 'many', 'ways', 'of', 'easily', 'making', 'mistakes', 'in', 'the', 'new', 'version', 'and', 'makes', 'shopping', 'so', 'much', 'harder', '.']",33,2022-03-23,19:38:44,neg,pos,pos,5,pos,"['you', 'have', 'change', 'a', 'perfectly', 'good', 'app', 'and', 'make', 'a', 'right', 'mess', 'of', 'it', '.', 'there', 'be', 'so', 'many', 'way', 'of', 'easily', 'make', 'mistake', 'in', 'the', 'new', 'version', 'and', 'make', 'shop', 'so', 'much', 'harder', '.']",2022,3,23
gp:AOqpTOFBiJocPo2g5vkYQ7oMJVO89xCQDxhoHjslyHRqjDNn1nwynNQuJG1VEYcuGBI-DJPVxytIE0_cFzCm,Katryn Wood,https://play-lh.googleusercontent.com/a/AATXAJz1OO4sIKd9sKQvAJJnTnIYazlM6FESJQ-ctpZ4=mo,Can never get to saved additional points. I click on appropriate button but what comes up are products I'd never buy.,1,0,3.0.1,2022-03-23 12:40:14,,,newest,com.sainsburys.gol,"['Can never get to saved additional points.', ""I click on appropriate button but what comes up are products I'd never buy.""]",2,"['can', 'never', 'get', 'to', 'saved', 'additional', 'points', '.', 'i', 'click', 'on', 'appropriate', 'button', 'but', 'what', 'comes', 'up', 'are', 'products', ""i'd"", 'never', 'buy', '.']",21,2022-03-23,12:40:14,neg,neg,pos,1,neg,"['can', 'never', 'get', 'to', 'save', 'additional', 'point', '.', 'i', 'click', 'on', 'appropriate', 'button', 'but', 'what', 'come', 'up', 'be', 'product', ""i'd"", 'never', 'buy', '.']",2022,3,23
gp:AOqpTOERMBnsEiGCWkQLpQ0S7L1zMfcje3ZO6OcqcdKysE9cYBe0HMQzFnCHCKKudaxVo3TnYQbxAe9WMJll,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Why use Chinese voices to provide the security code!!!!,1,0,3.0.1,2022-03-20 20:28:40,,,newest,com.sainsburys.gol,"['Why use Chinese voices to provide the security code!!!', '!']",2,"['why', 'use', 'chinese', 'voices', 'to', 'provide', 'the', 'security', 'code', '!', '!', '!']",9,2022-03-20,20:28:40,neg,pos,neu,1,neg,"['why', 'use', 'chinese', 'voice', 'to', 'provide', 'the', 'security', 'code', '!', '!', '!']",2022,3,20
gp:AOqpTOFTvv84DRmFZ_xS4CVfj_NvgLTdoXrnOgjE0w6Y-feE6AKhNM_KBHWq035w68WkkzIVZoiQHcQ0Komw,Pamela Selway,https://play-lh.googleusercontent.com/a/AATXAJwRO8U-8AQowZ3eyPiDSUNQG0X0DTlqUaW7Csoc=mo,Rubbish. I cannot get in however many times I try,1,0,3.0.1,2022-03-19 19:42:59,,,newest,com.sainsburys.gol,"['Rubbish.', 'I cannot get in however many times I try']",2,"['rubbish', '.', 'i', 'cannot', 'get', 'in', 'however', 'many', 'times', 'i', 'try']",10,2022-03-19,19:42:59,neg,neu,pos,2,neg,"['rubbish', '.', 'i', 'cannot', 'get', 'in', 'however', 'many', 'time', 'i', 'try']",2022,3,19
gp:AOqpTOGNv_jOnE38rbUuzo0Lrp9gCEyeUFaHaWbb-7hvyalQGQMrR_zE4wT5dPR7-yW2eeYUMZneYdGKBSYE,Owain Fenn,https://play-lh.googleusercontent.com/a/AATXAJyLRnaR4oq2x5LX6YcWRilJaVQILewG2uWjptMo=mo,Shocking app. ..as buggy as Windows vista,1,0,3.0.1,2022-03-19 07:49:12,,,newest,com.sainsburys.gol,"['Shocking app.', '..as buggy as Windows vista']",2,"['shocking', 'app', '. ..', 'as', 'buggy', 'as', 'windows', 'vista']",8,2022-03-19,07:49:12,neg,neg,neg,1,neg,"['shock', 'app', '. ..', 'as', 'buggy', 'as', 'window', 'vista']",2022,3,19
gp:AOqpTOHUPGAXKVnrJ6ZXle3lGGbryG00Vz2iJ8uuyMGvsU7Teu4hXXbJ6HxZs9IXw0ju6jNb2NNF4b9JTN94,The Ranger,https://play-lh.googleusercontent.com/a-/AOh14Ggc7tIGtJNc0_VpUaA-sBcI3oDKbYsVilPorFjpKA,"Constantly poor, it crashes when placing an order, locks out, won't let me move on to the next option, come on Sainsbury's get your app working as it should. Been using it since the start of covid.",1,0,,2022-03-17 21:05:59,,,newest,com.sainsburys.gol,"[""Constantly poor, it crashes when placing an order, locks out, won't let me move on to the next option, come on Sainsbury's get your app working as it should."", 'Been using it since the start of covid.']",2,"['constantly', 'poor', ',', 'it', 'crashes', 'when', 'placing', 'an', 'order', ',', 'locks', 'out', ',', ""won't"", 'let', 'me', 'move', 'on', 'to', 'the', 'next', 'option', ',', 'come', 'on', ""sainsbury's"", 'get', 'your', 'app', 'working', 'as', 'it', 'should', '.', 'been', 'using', 'it', 'since', 'the', 'start', 'of', 'covid', '.']",37,2022-03-17,21:05:59,neg,neg,neg,1,neg,"['constantly', 'poor', ',', 'it', 'crash', 'when', 'place', 'an', 'order', ',', 'lock', 'out', ',', ""won't"", 'let', 'me', 'move', 'on', 'to', 'the', 'next', 'option', ',', 'come', 'on', ""sainsbury's"", 'get', 'your', 'app', 'work', 'as', 'it', 'should', '.', 'be', 'use', 'it', 'since', 'the', 'start', 'of', 'covid', '.']",2022,3,17
gp:AOqpTOGIVd3O76r8BaoKA2VS93PhVfMmBllDLnoHHLvvTK6V_sFOoCepVFccol0-ZvM2A4rbjNeWFWtGniSe,Mike Jones,https://play-lh.googleusercontent.com/a-/AOh14GhM88paS6Fd1lzO1LoqX1JImzHNNJ2RFfcIfjnZ,"I Ordered My Shopping From This App, Asked To Have It Delivered To My Address, Unfortunately It Was Sent To A Click And Collect Station Somewhere In The Middle Of England ( I'm Live In Wales ) I Never Received My Goods Or Any Compensation For My Loss! .And I Can't Get Any Answers, To Why This Had Happened To Me Personally! ""I'M Absolutely LIVID"" 0/10 I'm Never Gonna Bother With This Particular, Useless App, Ever Again After My Experience. A Complete And Utter Waste Of Time, Will And Effort.",1,0,2.57.1,2022-03-12 13:29:25,,,newest,com.sainsburys.gol,"[""I Ordered My Shopping From This App, Asked To Have It Delivered To My Address, Unfortunately It Was Sent To A Click And Collect Station Somewhere In The Middle Of England ( I'm Live In Wales ) I Never Received My Goods Or Any Compensation For My Loss!"", "".And I Can't Get Any Answers, To Why This Had Happened To Me Personally!"", '""I\'M Absolutely LIVID"" 0/10 I\'m Never Gonna Bother With This Particular, Useless App, Ever Again After My Experience.', 'A Complete And Utter Waste Of Time, Will And Effort.']",4,"['i', 'ordered', 'my', 'shopping', 'from', 'this', 'app', ',', 'asked', 'to', 'have', 'it', 'delivered', 'to', 'my', 'address', ',', 'unfortunately', 'it', 'was', 'sent', 'to', 'a', 'click', 'and', 'collect', 'station', 'somewhere', 'in', 'the', 'middle', 'of', 'england', '(', ""i'm"", 'live', 'in', 'wales', ')', 'i', 'never', 'received', 'my', 'goods', 'or', 'any', 'compensation', 'for', 'my', 'loss', '!', '.', 'and', 'i', ""can't"", 'get', 'any', 'answers', ',', 'to', 'why', 'this', 'had', 'happened', 'to', 'me', 'personally', '!', '""', ""i'm"", 'absolutely', 'livid', '""', '0/10', ""i'm"", 'never', 'gonna', 'bother', 'with', 'this', 'particular', ',', 'useless', 'app', ',', 'ever', 'again', 'after', 'my', 'experience', '.', 'a', 'complete', 'and', 'utter', 'waste', 'of', 'time', ',', 'will', 'and', 'effort', '.']",88,2022-03-12,13:29:25,neg,neg,neg,1,neg,"['i', 'order', 'my', 'shopping', 'from', 'this', 'app', ',', 'ask', 'to', 'have', 'it', 'deliver', 'to', 'my', 'address', ',', 'unfortunately', 'it', 'be', 'send', 'to', 'a', 'click', 'and', 'collect', 'station', 'somewhere', 'in', 'the', 'middle', 'of', 'england', '(', ""i'm"", 'live', 'in', 'wale', ')', 'i', 'never', 'receive', 'my', 'good', 'or', 'any', 'compensation', 'for', 'my', 'loss', '!', '.', 'and', 'i', ""can't"", 'get', 'any', 'answer', ',', 'to', 'why', 'this', 'have', 'happen', 'to', 'me', 'personally', '!', '""', ""i'm"", 'absolutely', 'livid', '""', '0/10', ""i'm"", 'never', 'gonna', 'bother', 'with', 'this', 'particular', ',', 'useless', 'app', ',', 'ever', 'again', 'after', 'my', 'experience', '.', 'a', 'complete', 'and', 'utter', 'waste', 'of', 'time', ',', 'will', 'and', 'effort', '.']",2022,3,12
gp:AOqpTOGMjfLltdgeLI614pqAFu7FITyNfG4a-7Uin16Wc4HmYEeSgxxqRIS3tJd6aNv9PqBj3dLD01fairqS,Mary Pearson,https://play-lh.googleusercontent.com/a-/AOh14GhwiqKUiHPMmylRYcoU7Dx7jKCbEPPAy7_Pw53m8A,I'd rather have offers to buy in-store NOT online,1,0,3.0.0,2022-03-11 17:02:51,,,newest,com.sainsburys.gol,"[""I'd rather have offers to buy in-store NOT online""]",1,"[""i'd"", 'rather', 'have', 'offers', 'to', 'buy', 'in-store', 'not', 'online']",9,2022-03-11,17:02:51,neg,neu,pos,2,neg,"[""i'd"", 'rather', 'have', 'offer', 'to', 'buy', 'in-store', 'not', 'online']",2022,3,11
gp:AOqpTOGB8nZWh6g2tJf9P2hW1eJcFza2RatkVVNCiLZDqWRoPEdBpTfhgcCBgRcY09ZeRNTaP8ABreP2xMaq,jonie jones,https://play-lh.googleusercontent.com/a/AATXAJwC4Xi7DJEKFp2TAHe_ZvzUczx2OQTu-kX_rC2N=mo,Don't bother with this app,1,0,2.57.1,2022-03-11 15:03:06,,,newest,com.sainsburys.gol,"[""Don't bother with this app""]",1,"[""don't"", 'bother', 'with', 'this', 'app']",5,2022-03-11,15:03:06,neg,pos,neu,1,neg,"[""don't"", 'bother', 'with', 'this', 'app']",2022,3,11
