reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOFCP_LvQmFZbVnMOj63KVrC9126Mg4K5B62gQlvpkvFd0goR-oaRhYcp5qRE8pwP4HjIxwZs0nbmJ-vfw,Philip k,https://play-lh.googleusercontent.com/a/AATXAJwiJ5pe8s67D5IdJCwAvFp2c-HMqoQYmqRX9trF=mo,"Check you receipts very carefully! There's inevitably always missing items and Tesco don't consistently take the correct charge off. No tracking of actual receipts, no email or online chat helpline, etc.",1,0,19.29.0,2022-03-26 08:20:54,,,newest,com.tesco.grocery.view
gp:AOqpTOG8a4ccFla7rbVTg40tWnzrzTNOh2Sh9cwJTh5XRAWyKAiB3kgiqYdXEEXYfV9vx4vLj2dmi4expWx-1Q,black horse,https://play-lh.googleusercontent.com/a-/AOh14GgW-cb3bwvP1DDnEOQSSDUKbqsQnnSsLoWdLQLk,Clubcard is a big scam,1,0,19.29.0,2022-03-25 22:12:25,,,newest,com.tesco.grocery.view
gp:AOqpTOEchA9gXhIwMqODLYyUnK6rqzWDEHgeCJAv4cMbAbFZDgkxva49k5gJqIIZjOW8_S7eIbQifYrYjOuZtg,R J,https://play-lh.googleusercontent.com/a/AATXAJyaDyvyZZy1OTVWZUho8lzj7fK1Amc61UajjNMp=mo,"Rubbish won't use this or Tesco again. Confirm payment..redirecting to your bank,then nothing,timeout,repeat,repeat. Make it work",1,0,19.29.0,2022-03-25 18:23:39,,,newest,com.tesco.grocery.view
gp:AOqpTOF-oHNU3OUFT3kQNCGzpWb7Yd9ytDXWbm1L_c279dx-n9wdBsKpHKl9-YsHmruMzh0_WzRlQQ9HU73TiA,Petet Powell,https://play-lh.googleusercontent.com/a/AATXAJw0njKAXwxIPxyR3PvWwaTSecRYSuqgCxiyb9IC=mo,Wont allow account set .....gave up in the end .....doesnt work,1,0,,2022-03-25 12:07:01,,,newest,com.tesco.grocery.view
gp:AOqpTOFElsJM37bJN_-jKOhTtZGEwhk_7b2lj-UVeJgjZJgTDqCDyiVuc6x2PWjwioLymZsgOdlj1XHVEdgUjw,Diane Garvie,https://play-lh.googleusercontent.com/a/AATXAJwLpQOtz4vKjt1_n-QOC6SZHe_L1xfbEvy-E-zO=mo,"Terrible , not easy finding items on the different categories. Couldn't change address or cancel, so had to call 3 numbers till the right one . Wont do it again",1,0,19.29.0,2022-03-25 10:27:04,,,newest,com.tesco.grocery.view
gp:AOqpTOFlTDHdEvUv0vjtEQzhFgjIxRfaC8jGuIXM_tIiarpxpsA0UqAozxSzJcOaHByNlBTTH-PWhiTC8_uweg,Sandra Woosey,https://play-lh.googleusercontent.com/a/AATXAJx90HXfC3okAX7YQoC1yIqYrms7ZoqptxP0oXZy=mo,I don't like it as it's more diff now to see what's in your baskett,1,0,19.29.0,2022-03-24 22:28:20,,,newest,com.tesco.grocery.view
gp:AOqpTOFdLb05rWjM_85ryfFj-p65Qo3POIO1ZVNhBaI2_w_OQmYzzUFPyvDgET1ojbLPI1R6TIcZupJLzCettg,Andrea Wright,https://play-lh.googleusercontent.com/a-/AOh14GhIYsCsSX84h3ZT1u-i0RZIRN5wNdxQlEMdBgfjGw,It would be 5* if the pickers checked the notes you spend half the shop doing each week (I don't know why you can't save them for every item you order on a regular basis) I do my shop Friday for the whole of the next week and get everything with that weekends date on so its a rush to eat all perishable stuff or freeze it when you want to eat fresh 3 days later. Am seriously considering stopping using tesco just not worth the stress nowadays.,1,0,19.29.0,2022-03-24 19:14:34,,,newest,com.tesco.grocery.view
gp:AOqpTOHOJAVUeA_AWexpbXBSIUFq_B7mLB0RrscrOU74bUtIqCd5eUOZI7VMg-k4vJC4zqStVxlQE3TER1fECQ,Val Saunders,https://play-lh.googleusercontent.com/a/AATXAJxKjhSNESf8C-3k6U0BEPIx61fwgZgaCJb7B90V=mo,The App is very flaky and at times adds additional numbers to items ordered,1,0,19.29.0,2022-03-24 17:44:08,,,newest,com.tesco.grocery.view
gp:AOqpTOEWTu1yFkh3mG4gNuHMlL9Duc2xa2U6FRYkr1KIykVXiUcm-oZisxLv0wX9pdWt3kKn5_xEs3AP9IfEVg,Lynette Hollis,https://play-lh.googleusercontent.com/a/AATXAJwk0H1DQ-iCoIoNzGCtGYei17lgqoCpFUqB01vs=mo,Going in circles just to change address.,1,0,,2022-03-24 10:44:26,,,newest,com.tesco.grocery.view
gp:AOqpTOFAKQhQU710T_cIePRd1UprPmnLkRd6-XlaZfN8j9TVMOj2sexVU3CxaqQFdEP-rCjNvoStgOk8oEcPzw,Joe James,https://play-lh.googleusercontent.com/a/AATXAJw2RkwGSbRPvrJPFe-o4qimLoTzY8B7zJHTWLs8=mo,"Good app but it continually asks for a rating even after one has been given, hence one star. Edit: Still asking for a rating, still one star. Edit: Still asking for a rating, would give no stars if possible.",1,1,19.29.0,2022-03-23 22:53:16,,,newest,com.tesco.grocery.view
gp:AOqpTOGdmS4TZQwBKqlteBBcBv3ta68uElO3LWGQbqI74znGyKDqGhwStm7avOU1idDwn7B6GwvTwOKysYuACQ,Margaret Campbell,https://play-lh.googleusercontent.com/a/AATXAJwO16PWUc5jiGlzbRXf58SelIgCSCDmTlzgQC5o=mo,I'm trying to get a new Clubcard I can't find out how to do it. I've phoned and been told to go online!!!! It's a nightmare,1,0,19.29.0,2022-03-23 13:16:26,,,newest,com.tesco.grocery.view
gp:AOqpTOHrIcb7FY8v_2LljxJTJXeuxzgbV-t2ZiZZ43YbxgS52Sg6lChrYr34fiJMbF89THbJ9SWVJd6fZ4xQ0w,Poultry Guy newry,https://play-lh.googleusercontent.com/a-/AOh14Ght_J5kisDnucc5iWUCJosD0agpD20XiCJJz019ew,Not good site,1,0,19.29.0,2022-03-23 11:09:55,,,newest,com.tesco.grocery.view
gp:AOqpTOHi2sSFbe_bFbV1aKYvcFiTyhoHvuhosopJQAOVsmjaxAMNZbNj6C27LFuyXJO5VScW8GkG74n3kO0jHw,T Maxx,https://play-lh.googleusercontent.com/a/AATXAJzMfehP3N0N_M-vzdM9w71fy4zYcqbjCoMgJ_Kr=mo,"When it works, it's a poorly thrown together experience, it doesn't coincide with what's in store and it will not update in real time with existing stock, so you order your regular items and end up with stupid, emphasis on that, substitutions. Come on, I dare you to prove me wrong, tesco.",1,0,19.29.0,2022-03-23 09:16:27,,,newest,com.tesco.grocery.view
gp:AOqpTOFIY5I4h_-EVVEykVySbH9mxB9Sr5Vsc5Dpn34g2R81kjW8L7ZrwcAHefsUleytZKXzXdjGPPuBED0h0A,Bryan Trotter,https://play-lh.googleusercontent.com/a-/AOh14GiSeKLmnHrJfjHfZwWLqrOPPUkVxkBwerRFI0wtXQ,"Very frustrating yesterday, wouldn't go to the check out screen!",1,0,19.29.0,2022-03-23 07:59:00,,,newest,com.tesco.grocery.view
gp:AOqpTOGLHYQA-zgGRX4VQfLC67KNyvFUv7QdzGoKgbhnKr3QaQ7KMQiOWbm_e7164nXGDiDBIrwjFnJxKouq0w,Joanne Gee,https://play-lh.googleusercontent.com/a/AATXAJzNZa57-8vvWlaL7pwuUYhbJYS5hYpE6qM--qjz=mo,App is slow and doesn't always work,1,0,19.29.0,2022-03-23 07:38:37,,,newest,com.tesco.grocery.view
gp:AOqpTOGLyhVRpgqLFRQayrSOgL2SQ4LXKSFdlQgw75SuMZO8ftowGNPPt0-Xbj5KYa89Bw10Js6u4GokCT71BQ,Beverely Taylor,https://play-lh.googleusercontent.com/a/AATXAJwqX85XPZLL4ZabJDMp54zZ3-nnYweQqPGH_0W5=mo,Why doesn't it show the estimated delivery time in the hour slot of your delivery ??,1,0,19.29.0,2022-03-23 07:12:55,,,newest,com.tesco.grocery.view
gp:AOqpTOH4phSMqjLQa2PUUKMH36aaa9iTaCJNzPxgfRNOroOyLYVX9ob_b7O2_1XFSEraliPDYCrG-YFanXtaww,Katherine Garda,https://play-lh.googleusercontent.com/a-/AOh14Gi15-lLskRa9sOFguvlGExqwtMhyy6dH1IhGLFQ,"No email contact form under help/support anymore, it's disappeared, not helpful at all grrrr!! Update 15/1/22 still cannot email customer service!! Update 22/3/22 STILL CANNOT EMAIL CUSTOMER SERVICE!",1,0,19.29.0,2022-03-22 22:49:25,,,newest,com.tesco.grocery.view
gp:AOqpTOEoGi60zGGlCfO7jlh_1ts_pPWy9xcoUdwgZ27GtU0FhdROJo7V_9JL5rfuSwsMqDTI4Yn0GT7jUJcDpw,Ed Eperson,https://play-lh.googleusercontent.com/a-/AOh14GicfydyVmKA79T6qAyV_YN2mwdxp6dUrkANUmaLbA,Useless. Can't checkout in the mobile app as it says you cannot have a basket with more than 0 items in. Avoid.,1,1,19.29.0,2022-03-22 19:36:06,,,newest,com.tesco.grocery.view
gp:AOqpTOHXna0wPCzJB1fVRF6AINV0nhOYbyMWc9PcUcPU4gWI6t1veN80HiibauC0jTl6U0l2QjSaIDhri_NPuQ,silver doe,https://play-lh.googleusercontent.com/a-/AOh14GhX7mmZHva4YSEFnJoogSP2V2tfteYq6wVvLC9PXg,"Was working great. All of a sudden when I try to check out it says 'Your basket exceeds the 0 limit. Please reduce to 0 to check out. To give everyone access to the essentials we're limiting basket sizes to 0 items per order'. It happens on my husband's app too. I called customer support and they told me to use the website, which seemed to work fine at first but then it would redirect to the app, so I had to uninstall the app.",1,1,,2022-03-22 18:10:13,,,newest,com.tesco.grocery.view
gp:AOqpTOEC1kPV5Nq5sZenKRwrMkji_5fOIudEOlWVhctM3Wln-J1feA4WMmhc7tgZKWdfaZjGAFxujxGZVhXQYg,Val Leach,https://play-lh.googleusercontent.com/a-/AOh14GhVLhrOQc0mTt-vrGUkn8Mf_btosxQ1AusJsMVYiA,Wont allow me to check out after making changes to my order keeps saying I have exceeded the '0' allowance for my basket and to basically cancel everything in my basket to 0 so I can checkout ? Therefore cant add more to my existing order.,1,1,19.29.0,2022-03-22 16:16:44,,,newest,com.tesco.grocery.view
gp:AOqpTOHx-Ud-znitRR-AVpKQeZanveZRVmtOMc6-btOazcIDw2JfxeNOBvwZf5EOMfBZXOMeemMWHF5bjCa60w,kevin jones,https://play-lh.googleusercontent.com/a/AATXAJxGOELE_drpXnas_DpOmVEypR4sNRzGYJpu7Lzh=mo,Why redirect to bank to confirm payment Awkward Where has text verification go ne,1,0,19.28.0,2022-03-22 16:16:07,,,newest,com.tesco.grocery.view
gp:AOqpTOFy0bGMMFXbtsXzhtSiyAkszXNQsClB4NoY_7ZKJnddEE-rkQ_OY08oq3Qfq76rGVJJFPPS_QXxeeymlw,Laurie Monk,https://play-lh.googleusercontent.com/a-/AOh14GhVln6FiMG5rtfiTLBgYfdCAtKSdbvqlRers3FNdE0,"Current bug is not allowing check out. I get this error ""Your basket exceeds the item limit Please reduce to to checkout. To help give everyone access to the essentials, we're limiting basket sizes to 0 items per order.""",1,11,19.29.0,2022-03-22 14:47:27,,,newest,com.tesco.grocery.view
gp:AOqpTOGZbgAzvl0mNSRud0QGGjQTSBqmowhuRT7LQAWNVeL3XGv4ipki-a4mIbDo-pZoex8AgK3okuvFmgZiaw,Marcus Barber,https://play-lh.googleusercontent.com/a-/AOh14GgIZYSv68AWXMth43blVcZ2_8z9FsNqaW7qS967,It's now even worse... New security is a pain (going through payment process everytime you make a change).,1,1,19.29.0,2022-03-21 23:06:18,,,newest,com.tesco.grocery.view
gp:AOqpTOFOk5X6spBu5WZw1CbQAsj8DdIGEyEZ0JJpg66dqFRHDeOiHBGuPQe_0psqkxMcE1USxSXGixQd3sklaA,Margaret Howard,https://play-lh.googleusercontent.com/a/AATXAJyHaMaudfrqk9707V9UlPAYfUd_qyZU_-SKlnk4=mo,Challenging to redeem eCoupons,1,0,19.29.0,2022-03-21 20:09:05,,,newest,com.tesco.grocery.view
gp:AOqpTOH7IF3VPJ-sL2eNNqSfesTbCHR1i6BarFMkxV-Cyf2MyrzqG9UD7M_on-Atht5kOulAihhF5EnFrHERiA,Graeme Walker,https://play-lh.googleusercontent.com/a/AATXAJwGbUiasGEBKVEdkT-2i4kPpkBcryLEyqo8Zjyd=mo,"The app is getting worse with time. You now need to go through multiple stages to confirm your order, and the security on verdure card payments is painfully slow.",1,0,19.29.0,2022-03-21 19:14:52,,,newest,com.tesco.grocery.view
gp:AOqpTOGDfHUYOtFjLPLObzQDVvvdFRs8oSF_GHZpKWgn2xm0CDJFLwnCORIfvVaQYm1wNPhBtJtDdRuL0X9E7w,Nicholas Holt,https://play-lh.googleusercontent.com/a-/AOh14Gj119BK4sOxFdrfICFJrRZ-otEFcXGDynGeeHRZ9Q,Most confusing app I have seen.,1,0,19.27.0,2022-03-20 20:13:30,,,newest,com.tesco.grocery.view
gp:AOqpTOGqQ4WdawGnG6x3XMcIh2EL4gzQQIRY8qP6ELnNXgV1Y0GYHHhMqKgUyQDy_-7-DEovi73Zvh2uyOCzGw,Martin Bryant,https://play-lh.googleusercontent.com/a-/AOh14Gj-OiNf9g7aTsgQg88PDsVWhgjg6gKrpt-P6z1BwA,Pay more if you don't have this free app 🤦🏽‍♂️ awful way to run a business.,1,0,19.29.0,2022-03-19 22:30:16,,,newest,com.tesco.grocery.view
gp:AOqpTOGkfSfytBnWFUziK6d5__0E9nd1QD0zMDhFyrauJcFSTJzeCAlfPYMoog0l5lO_jHr-NAhKMm21Po9z2g,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It refuses to accept my Tesco credit card. The app is rubbish when it comes to payment,1,0,19.29.0,2022-03-19 17:00:12,,,newest,com.tesco.grocery.view
gp:AOqpTOGAjsepZzewWKiX-uBhnBTKu0quaWaeUAVMKr_ib7sbi916egaX0fFk0tYB35otMH57Ipkl8eni4rKYYg,Ibrahim Khalil,https://play-lh.googleusercontent.com/a/AATXAJxkZRsIuP51p2LndRby_Pf13L_jwrNTPqp71lFi=mo,Always get half of my order cuz they don't have stuff in their warehouse although it says available when I'm making the order. It's basically a waste of time and money cuz I have to make a trip to the store anyhow. Never ordering again.,1,0,19.29.0,2022-03-19 15:07:56,,,newest,com.tesco.grocery.view
gp:AOqpTOHDP2150yVROBHGUMnMZA84QfwGaHD9MY9EA1WqtxFhA4nuKC3X0HedF4vIjKyOfI-57CQTYzG3idAcKA,Lucy McGuinness,https://play-lh.googleusercontent.com/a-/AOh14Gj0hTvqcsPozGJ_hK_LkQ6xxwNkGPbGSrSCfzkY_A,Thinking about deleting this and shopping elsewhere. There is a constant need to change password which is irritating,1,0,19.29.0,2022-03-19 10:07:00,,,newest,com.tesco.grocery.view
gp:AOqpTOEeAZtF1DcfzTD0MK9yjGsgKtK4eOfci33tLjoXvKLNP69Mbfg_DsY1FMRMUWrmxBU3_Q1ifs8YzIATww,ScoobyDoo48,https://play-lh.googleusercontent.com/a-/AOh14GhfwaOzzzDxOk5dRpw2qnKo_Uw6vtTdqXK8DZEu,"Disgraceful, when tesco cancelled my order and had to wait another week to get shopping,because I couldn't get out because I had covid ,and they wouldn't help",1,0,19.29.0,2022-03-18 19:33:58,,,newest,com.tesco.grocery.view
gp:AOqpTOG9cy5uQbrXma9o3FU5OXR14jPuD7Mg7UG_GefL3mAOsmaZW4ilYTuQZi2TOTKwY2VLvblJLoClw8PeFw,Kevin Sanders,https://play-lh.googleusercontent.com/a/AATXAJyAuVuIDIEFF9SuYE6yFYzlTyRxML4p73uQeF0-=mo,So hard,1,0,19.29.0,2022-03-18 09:41:07,,,newest,com.tesco.grocery.view
gp:AOqpTOFp-cQ4SmGXOofe1DhtRZPo7PBBIkmRJwUmG1ic5122al-cob_oHlulIQZIXtfiUt4dFaCp3QU9eckVaQ,Susan leach,https://play-lh.googleusercontent.com/a/AATXAJz_SMCMK-S87zVsR-sLtgZ2kLpqEG-rNXG0OhUQ=mo,Trying to download this app but it keeps saying pending!what happened to the old RmTesco clubcard app that used to be on my phone as it isnt there anymore?,1,0,18.7.0,2022-03-17 21:46:21,,,newest,com.tesco.grocery.view
gp:AOqpTOEYaFoFNTb5Ty1C6zvBAI1ERbovMSe7MEGVYTq-B_fP0VG__7KxKpS3BqVRIk_FEo_k4XaswHqdxSwZsw,Shirley McGovern,https://play-lh.googleusercontent.com/a/AATXAJzQpH5kKnx6wdCSbG7dngswFLRn1fEqVs467ZUP=mo,Too many glitches,1,0,19.29.0,2022-03-17 18:31:21,,,newest,com.tesco.grocery.view
gp:AOqpTOFvVfFMS35t7McJCX408QrZmZZHDCGYCWd3rGijRlhVCHNUroqTOmiW8mn7Lt4rdWa5pjdjNCvhQC5XJg,Fabio Barker,https://play-lh.googleusercontent.com/a-/AOh14GjG6NswrDLO2z9Y159V4XJae9Aozb0TZn6LMnpaxw,"Awful, no delivery tracking, no info about not available products until the driver in delivering the goods, no nothing, never again, I'll stick to Amazon Fresh",1,0,19.29.0,2022-03-17 15:54:20,,,newest,com.tesco.grocery.view
gp:AOqpTOH4FT3rOhxJj2tnY_rHLc-4ys9q5sCmr5l0jFvEJcGNsn76gwnIHgjq9yqTEYiPDeMKkBymJ91GmD168g,Louise Ratter,https://play-lh.googleusercontent.com/a/AATXAJx_qYGdRXrfrcJkLzKSUpYjCa6KlMRq5I77CrnK=mo,Overkill having to verify each time you pay!!!,1,0,19.29.0,2022-03-17 08:32:51,,,newest,com.tesco.grocery.view
gp:AOqpTOFOhnZjiyHV-OuBORCLbyHWGG2E6Oymt9kVpy7QRkWdRYq5Crtouxji8e3GlIlpZzE7qqXo8wmxoc-EXA,Junior Doors,https://play-lh.googleusercontent.com/a/AATXAJyYewa36JFlj6ZUbfk1a2_zFFaEvMtzuncuJw4h=mo,Oops... It looks like something is not right ___ Broken app avoid,1,0,19.29.0,2022-03-17 00:11:00,,,newest,com.tesco.grocery.view
gp:AOqpTOFz39JZmumpKAOpKm33QSmojB2b4SM11_09sQtYuHa3AJKJzb0p0ZUMDA0uuS5nYEAimWNx9m90yJkIxg,Rick Cowell,https://play-lh.googleusercontent.com/a-/AOh14Ggkk_pJup-tWkCZZ0Q2I7ZvU-0YZ-qHl5TekHhKaIs,"Good app, disappointing selection of food/products. Nothing like what's available in store any more. Really disappointing, and extremely annoying when you're house-bound and also shopping for another house-bound elderly neighbour.",1,1,19.29.0,2022-03-16 23:43:06,,,newest,com.tesco.grocery.view
gp:AOqpTOFNMAOJ4Nkd-mCpt9PWAzKaJJBgHAW0reVYUUMID-Qxc9oX-TGAoeoGEX3COo8KLoFEDyBnYkHgd2S6pA,Steve Williams,https://play-lh.googleusercontent.com/a-/AOh14Gi4QcScalMiuHg5oT_NZNg1iao5qChxh-cY4pzZMqM,The latest checkout is ridiculous .. I counted 36 key strokes to checkout after shopping Why does it keep asking me to review the app ? Do they think I will grow to like it ?,1,0,19.28.1,2022-03-16 21:22:54,,,newest,com.tesco.grocery.view
gp:AOqpTOHkkfcJXG6mL7jreaCWP01Z10sbVEbgMWA2BBSx9Wvdv4vxRCblq0p8fLHFopMuTUDq1O2VbV-aSTRmhA,Scott,https://play-lh.googleusercontent.com/a/AATXAJzAdF0hXS6qlQWKAf02UxzgIJCi5y2Vbhcioyto=mo,Rubbish doesnt even accept HSBC debit cards anymore,1,0,19.29.0,2022-03-16 19:38:28,,,newest,com.tesco.grocery.view
gp:AOqpTOH_xreYQZFLrwS4NUUBh2udNe1KCNKjIiEw43KufOCbTc1e408UJRMr4UKaayHDa7OaicEos3w3AAssLQ,Mike Axton,https://play-lh.googleusercontent.com/a/AATXAJwU3gFs1fCQtrcZ4TRmJ0ugfSHNiPlhpvSAkaNK=mo,"This app works very well. I wish that it could show all my booked slots on the home screen rather than just the next two. You keep asking me to review this app, but when I do , nothing seems to come of it ! I would like to be able to remove no longer wanted items from my favourites list to reduce my shopping time. I posted these comments to several months ago, but nothing has changed so my comments remain unchanged.",1,25,19.29.0,2022-03-16 19:13:42,,,newest,com.tesco.grocery.view
