reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId,reviews_in_sents,sentence_count,reviews_in_words,word_count,ymd,time,label,vader_label,textblob_label,bert_score,bert_label,reviews_lemmatized
gp:AOqpTOE6fVt4d4WEYr91XBZnNiInvD8tfMCglh5TUkzPf9NppPzuHIaw_2eH9cj-abIKWgd8UpcQxu_YN0bKUw,jacqui moore,https://play-lh.googleusercontent.com/a/AATXAJxO4i4seFrXw9B2FDxcerzHvIY_Q-FOajFPikTR=mo,"Awful app, the new points system is rubbish, very clunky. You cannot store your vouchers on your card which seems really old school.",1,0,2.7.3.2448,2022-03-28 19:34:54,,,newest,com.waitrose.groceries,"['Awful app, the new points system is rubbish, very clunky.', 'You cannot store your vouchers on your card which seems really old school.']",2,"['awful', 'app', ',', 'the', 'new', 'points', 'system', 'is', 'rubbish', ',', 'very', 'clunky', '.', 'you', 'cannot', 'store', 'your', 'vouchers', 'on', 'your', 'card', 'which', 'seems', 'really', 'old', 'school', '.']",23,2022-03-28,19:34:54,neg,neg,neg,1,neg,"['awful', 'app', ',', 'the', 'new', 'point', 'system', 'be', 'rubbish', ',', 'very', 'clunky', '.', 'you', 'cannot', 'store', 'your', 'voucher', 'on', 'your', 'card', 'which', 'seem', 'really', 'old', 'school', '.']"
gp:AOqpTOEuYwxrZ--9hgQCtwb2per7YjZwQ8x4BGqaSPwcQowFHllbAZT1vm0icpMRWOuN92Uff1HeEsGsEkhrXg,Watson Black,https://play-lh.googleusercontent.com/a-/AOh14Gj17S9zxyPghYWgLzVG5wWclo0NkGl-YxVZXMJsew,"Should be zero stars! App says I don't have an internet connection! Ridiculous, as is the voucher system. M & S, Sainsbury and Co-op all do it much much better.",1,18,2.7.0.2433,2022-03-28 11:28:31,"Hi Watson Black, in our latest version there is improved support for offline use when you do not have a connection in-store. We recommend selecting your vouchers on the app in advance at a time when you have a good connection, but they should then be stored on the device for redeeming at the checkout. -Adam",2022-03-28 11:18:41,newest,com.waitrose.groceries,"['Should be zero stars!', ""App says I don't have an internet connection!"", 'Ridiculous, as is the voucher system.', 'M & S, Sainsbury and Co-op all do it much much better.']",4,"['should', 'be', 'zero', 'stars', '!', 'app', 'says', 'i', ""don't"", 'have', 'an', 'internet', 'connection', '!', 'ridiculous', ',', 'as', 'is', 'the', 'voucher', 'system', '.', 'm', '&', 's', ',', 'sainsbury', 'and', 'co-op', 'all', 'do', 'it', 'much', 'much', 'better', '.']",29,2022-03-28,11:28:31,neg,pos,pos,1,neg,"['should', 'be', 'zero', 'star', '!', 'app', 'say', 'i', ""don't"", 'have', 'an', 'internet', 'connection', '!', 'ridiculous', ',', 'as', 'be', 'the', 'voucher', 'system', '.', 'm', '&', 's', ',', 'sainsbury', 'and', 'co-op', 'all', 'do', 'it', 'much', 'much', 'well', '.']"
gp:AOqpTOEvPEzZ8-yO-FBxTAlisOnWw_9VSxxZZjQr4tzQ2YxI8JV0XC52MG94RbA87GjPoJOFZ4Sgq-51rM-ItA,Robin Gibson,https://play-lh.googleusercontent.com/a-/AOh14GiLvM4Fcx_Zyu8mCksnwmmUOKDhCYIzC4XowH1S,"Won't let me sign in, make it simple, link the in store loyalty card to sign in",1,0,2.7.3.2448,2022-03-27 08:21:16,,,newest,com.waitrose.groceries,"[""Won't let me sign in, make it simple, link the in store loyalty card to sign in""]",1,"[""won't"", 'let', 'me', 'sign', 'in', ',', 'make', 'it', 'simple', ',', 'link', 'the', 'in', 'store', 'loyalty', 'card', 'to', 'sign', 'in']",17,2022-03-27,08:21:16,neg,pos,neu,1,neg,"[""won't"", 'let', 'me', 'sign', 'in', ',', 'make', 'it', 'simple', ',', 'link', 'the', 'in', 'store', 'loyalty', 'card', 'to', 'sign', 'in']"
gp:AOqpTOFkxWrC8wFFNMDgW4nAE6J021EhqqcP-a78t411AieL_h7zIwOEq-BmemBP7lao0dMIG19ESwIqu_m_Gw,Headspace,https://play-lh.googleusercontent.com/a/AATXAJw7HRtQUKR47R6EVj4KuWeleHkUz_6G7FyHU-s5=mo,Hopeless can't scan shopping in store,1,0,2.7.3.2448,2022-03-26 15:27:09,"Hi Headspace, this app does not currently offer scanning your shopping in-store. We do have another app for this called Quick Check available in the Google Play. This app can be used to place online delivery and click & collect orders, or to select and redeem your personalised myWaitrose vouchers. -Adam",2022-03-28 10:55:39,newest,com.waitrose.groceries,"[""Hopeless can't scan shopping in store""]",1,"['hopeless', ""can't"", 'scan', 'shopping', 'in', 'store']",6,2022-03-26,15:27:09,neg,neg,neu,1,neg,"['hopeless', ""can't"", 'scan', 'shopping', 'in', 'store']"
gp:AOqpTOF1Y3iW9Tmp7l_q17SgRvCAzTfSo8AyucWUuKy21kaBazSAorGL6qXWhw9yh_cwFGPMohBbJgLaub3i9w,Michael Smythe,https://play-lh.googleusercontent.com/a/AATXAJyWC97V7eaeGnHRDghWVViMbmqHsIY5CcGmyuWO=mo,Hard to use poor instructions how do you expect people who are not IT literate to understand,1,0,2.7.2.2441,2022-03-26 14:00:49,,,newest,com.waitrose.groceries,['Hard to use poor instructions how do you expect people who are not IT literate to understand'],1,"['hard', 'to', 'use', 'poor', 'instructions', 'how', 'do', 'you', 'expect', 'people', 'who', 'are', 'not', 'it', 'literate', 'to', 'understand']",17,2022-03-26,14:00:49,neg,neg,neg,2,neg,"['hard', 'to', 'use', 'poor', 'instruction', 'how', 'do', 'you', 'expect', 'people', 'who', 'be', 'not', 'it', 'literate', 'to', 'understand']"
gp:AOqpTOEPj6trGqFd42z4z9q_gA9lbCwtAOfKI2yT-neBHi_zHlvWJuxxpVGgD-jGcZ2L-yOXAO746ghdzfeaWg,RickJ,https://play-lh.googleusercontent.com/a-/AOh14Gi5i159aZNHmxHlnt-L5w_3_S7tlDWPqwJLS_feRQ,App disregards the existing card number (hence the accumulated shopping points) and creates the new account number.,1,0,2.7.3.2448,2022-03-26 11:24:06,,,newest,com.waitrose.groceries,['App disregards the existing card number (hence the accumulated shopping points) and creates the new account number.'],1,"['app', 'disregards', 'the', 'existing', 'card', 'number', '(', 'hence', 'the', 'accumulated', 'shopping', 'points', ')', 'and', 'creates', 'the', 'new', 'account', 'number', '.']",17,2022-03-26,11:24:06,neg,pos,pos,1,neg,"['app', 'disregard', 'the', 'exist', 'card', 'number', '(', 'hence', 'the', 'accumulated', 'shopping', 'point', ')', 'and', 'create', 'the', 'new', 'account', 'number', '.']"
gp:AOqpTOFPQjQ5iPDCil8E0GW87Jlz2Z4l_r70Ad3LQFm_x6zbrQT66qkJcx2iJQ59ogFcmc1yFa05tVd8hnL8DQ,Celia Stuart-Lee,https://play-lh.googleusercontent.com/a-/AOh14GhUxp0Bfnj3CEs69Hv_PlUmv8DuoZwcFrgDD0uS,"Had a personalised voucher for £2 off 250g parmigiano reggiano but my local Waitrose only sell the 125g and 500g packs, NOT the 250g pack. I made a fuss and the manager gave me the 125g one for free, which was nice of him, but doesn't change the fact that this new system is a pain in the arse and wastes a lot of time at the till.",1,0,2.7.3.2448,2022-03-25 20:32:50,,,newest,com.waitrose.groceries,"['Had a personalised voucher for £2 off 250g parmigiano reggiano but my local Waitrose only sell the 125g and 500g packs, NOT the 250g pack.', ""I made a fuss and the manager gave me the 125g one for free, which was nice of him, but doesn't change the fact that this new system is a pain in the arse and wastes a lot of time at the till.""]",2,"['had', 'a', 'personalised', 'voucher', 'for', '£', '2', 'off', '250g', 'parmigiano', 'reggiano', 'but', 'my', 'local', 'waitrose', 'only', 'sell', 'the', '125g', 'and', '500g', 'packs', ',', 'not', 'the', '250g', 'pack', '.', 'i', 'made', 'a', 'fuss', 'and', 'the', 'manager', 'gave', 'me', 'the', '125g', 'one', 'for', 'free', ',', 'which', 'was', 'nice', 'of', 'him', ',', 'but', ""doesn't"", 'change', 'the', 'fact', 'that', 'this', 'new', 'system', 'is', 'a', 'pain', 'in', 'the', 'arse', 'and', 'wastes', 'a', 'lot', 'of', 'time', 'at', 'the', 'till', '.']",68,2022-03-25,20:32:50,neg,neg,pos,2,neg,"['have', 'a', 'personalise', 'voucher', 'for', '£', '2', 'off', '250g', 'parmigiano', 'reggiano', 'but', 'my', 'local', 'waitrose', 'only', 'sell', 'the', '125g', 'and', '500g', 'pack', ',', 'not', 'the', '250g', 'pack', '.', 'i', 'make', 'a', 'fuss', 'and', 'the', 'manager', 'give', 'me', 'the', '125g', 'one', 'for', 'free', ',', 'which', 'be', 'nice', 'of', 'him', ',', 'but', ""doesn't"", 'change', 'the', 'fact', 'that', 'this', 'new', 'system', 'be', 'a', 'pain', 'in', 'the', 'arse', 'and', 'waste', 'a', 'lot', 'of', 'time', 'at', 'the', 'till', '.']"
gp:AOqpTOFT0B7bH4MP7xjhGZ79KBuTWgBhXmsAZIXFIGMkgEin_vffd8jEe6ONupCAadJmzZOiadViYA1DGPipOg,R K Hayden,https://play-lh.googleusercontent.com/a-/AOh14GiI7nTsvp1opDnWk2MQB6PTmX6bn5OGJPv6T8qYfw,"Like many others, I've downloaded this app to access MyWaitrose vouchers. Despite having the correct version of the app installed, the vouchers are nowhere to be seen. And now (25 March 2022) a third app update claiming MyWaitrose weekly vouchers are available in-app, but they're still nowhere to be seen.",1,44,2.7.3.2448,2022-03-25 17:27:29,"Hi R K Hayden, there should be a button to 'View vouchers' on the Home screen, just below the search bar. Alternatively, there is another button to 'View vouchers' in the green box near the top of the Account screen. Hopefully this helps, but if not then please get in touch and we will try to assist you further. -Adam",2022-03-28 11:02:41,newest,com.waitrose.groceries,"[""Like many others, I've downloaded this app to access MyWaitrose vouchers."", 'Despite having the correct version of the app installed, the vouchers are nowhere to be seen.', ""And now (25 March 2022) a third app update claiming MyWaitrose weekly vouchers are available in-app, but they're still nowhere to be seen.""]",3,"['like', 'many', 'others', ',', ""i've"", 'downloaded', 'this', 'app', 'to', 'access', 'mywaitrose', 'vouchers', '.', 'despite', 'having', 'the', 'correct', 'version', 'of', 'the', 'app', 'installed', ',', 'the', 'vouchers', 'are', 'nowhere', 'to', 'be', 'seen', '.', 'and', 'now', '(', '25', 'march', '2022', ')', 'a', 'third', 'app', 'update', 'claiming', 'mywaitrose', 'weekly', 'vouchers', 'are', 'available', 'in-app', ',', 'but', ""they're"", 'still', 'nowhere', 'to', 'be', 'seen', '.']",50,2022-03-25,17:27:29,neg,pos,pos,1,neg,"['like', 'many', 'others', ',', ""i've"", 'download', 'this', 'app', 'to', 'access', 'mywaitrose', 'voucher', '.', 'despite', 'have', 'the', 'correct', 'version', 'of', 'the', 'app', 'instal', ',', 'the', 'voucher', 'be', 'nowhere', 'to', 'be', 'see', '.', 'and', 'now', '(', '25', 'march', '2022', ')', 'a', 'third', 'app', 'update', 'claim', 'mywaitrose', 'weekly', 'voucher', 'be', 'available', 'in-app', ',', 'but', ""they're"", 'still', 'nowhere', 'to', 'be', 'see', '.']"
gp:AOqpTOGBkVkIPfFN9J_m-Nos4uddOareU0tKRfcDmBKAcoAbwabyPA09Twyyy4fPftiy-glOF8sQfOPhlYtuOQ,Alan Snitter,https://play-lh.googleusercontent.com/a/AATXAJw7QsDkmaPOoyvmIKH49id2FJS7nJGrZavK64rl=mo,Problem at checkout,1,0,2.7.2.2441,2022-03-25 08:14:45,,,newest,com.waitrose.groceries,['Problem at checkout'],1,"['problem', 'at', 'checkout']",3,2022-03-25,08:14:45,neg,neg,neu,1,neg,"['problem', 'at', 'checkout']"
gp:AOqpTOEBoa6zCOsnZJI69_Ixugj0rVPwdcWd3_B0BiIWeSmpU357YthYnzB8dw7Gc9UrIFncU2ZUzn_QUdT3nA,Susan Wharton,https://play-lh.googleusercontent.com/a/AATXAJzIf_MefUj25CXX3mIpwjIE2ivq6exzEU8YkCoN=mo,Not user friendly for those of us who do not have our phones glued to our ears.,1,0,2.7.2.2441,2022-03-24 19:53:58,,,newest,com.waitrose.groceries,['Not user friendly for those of us who do not have our phones glued to our ears.'],1,"['not', 'user', 'friendly', 'for', 'those', 'of', 'us', 'who', 'do', 'not', 'have', 'our', 'phones', 'glued', 'to', 'our', 'ears', '.']",17,2022-03-24,19:53:58,neg,neg,pos,1,neg,"['not', 'user', 'friendly', 'for', 'those', 'of', 'us', 'who', 'do', 'not', 'have', 'our', 'phone', 'glue', 'to', 'our', 'ear', '.']"
gp:AOqpTOHo5AaEUscauBt0-7hWduGxDQ3qqtgbmjTYJcNna-84z6lZ4F1LwVhV_j6QpAI-SJWDpYIJMXNfVHCDKg,Janet Swain,https://play-lh.googleusercontent.com/a/AATXAJy-1xZFTZ_4ajtCL04VEMdNAdw8XAC08nfjy4u1=mo,Like one of the other reviewers I've found I can only log in using the website and not via the app.,1,0,2.7.2.2441,2022-03-24 13:40:38,,,newest,com.waitrose.groceries,"[""Like one of the other reviewers I've found I can only log in using the website and not via the app.""]",1,"['like', 'one', 'of', 'the', 'other', 'reviewers', ""i've"", 'found', 'i', 'can', 'only', 'log', 'in', 'using', 'the', 'website', 'and', 'not', 'via', 'the', 'app', '.']",21,2022-03-24,13:40:38,neg,pos,neg,2,neg,"['like', 'one', 'of', 'the', 'other', 'reviewer', ""i've"", 'find', 'i', 'can', 'only', 'log', 'in', 'use', 'the', 'website', 'and', 'not', 'via', 'the', 'app', '.']"
gp:AOqpTOFrMwBsxGExBTiVkx7YLDoU_Jd7K3Pd2Jjf-cokUCNUI0uHq2RQ0y7cxE0pCc2VAcLgcNxcwGDOOSZOwA,Aldo Hanson,https://play-lh.googleusercontent.com/a/AATXAJx5oy6HILCNFt17mA2wUETEZqxqX-NUZci-i1In=mo,"Very poor, almost useless as store Wi Fi often down or not available, rendering access impossible.",1,0,2.7.2.2441,2022-03-24 12:21:13,"Hi Aldo Hanson, in our latest version there is improved support for offline use when you do not have a connection in-store. We recommend selecting your vouchers on the app in advance at a time when you have a good connection, but they should then be stored on the device for redeeming at the checkout. -Adam",2022-03-28 11:04:31,newest,com.waitrose.groceries,"['Very poor, almost useless as store Wi Fi often down or not available, rendering access impossible.']",1,"['very', 'poor', ',', 'almost', 'useless', 'as', 'store', 'wi', 'fi', 'often', 'down', 'or', 'not', 'available', ',', 'rendering', 'access', 'impossible', '.']",16,2022-03-24,12:21:13,neg,neg,neg,1,neg,"['very', 'poor', ',', 'almost', 'useless', 'as', 'store', 'wi', 'fi', 'often', 'down', 'or', 'not', 'available', ',', 'render', 'access', 'impossible', '.']"
gp:AOqpTOEOUkQWd5xhSvhZrMnkquU_OZ51kBwZOYc_52fNf7HDnVxCUJcAabwPB7wzDD_tYdtopNUjRDp2Uj7mjQ,Peter Cross,https://play-lh.googleusercontent.com/a/AATXAJx3PZoSsYCfUWTIb8M3nMmeAMMpbKNIYoBCoujr=mo,Just too complicated....I just want to get my shopping at the best price...really disappointing and not user friendly.,1,0,2.7.2.2441,2022-03-23 23:08:28,,,newest,com.waitrose.groceries,['Just too complicated....I just want to get my shopping at the best price...really disappointing and not user friendly.'],1,"['just', 'too', 'complicated', '...', 'i', 'just', 'want', 'to', 'get', 'my', 'shopping', 'at', 'the', 'best', 'price', '...', 'really', 'disappointing', 'and', 'not', 'user', 'friendly', '.']",22,2022-03-23,23:08:28,neg,neg,pos,2,neg,"['just', 'too', 'complicated', '...', 'i', 'just', 'want', 'to', 'get', 'my', 'shopping', 'at', 'the', 'best', 'price', '...', 'really', 'disappointing', 'and', 'not', 'user', 'friendly', '.']"
gp:AOqpTOFWJwxqmVQXhfyO4irb4zwND78DFani1FLeb39RJ3Wa6vC89U2vj9moXsyWLorXVvyYuNgGb_JdDHU0vA,Jonathan Greenyer,https://play-lh.googleusercontent.com/a-/AOh14GhpYaR1Biw8CfXTm8VHJQpbE9X7RkrFgVPSRMRO,"Awful app, counterintuitive, so non Waitrose.",1,0,2.7.2.2441,2022-03-23 19:53:04,,,newest,com.waitrose.groceries,"['Awful app, counterintuitive, so non Waitrose.']",1,"['awful', 'app', ',', 'counterintuitive', ',', 'so', 'non', 'waitrose', '.']",6,2022-03-23,19:53:04,neg,neg,neg,1,neg,"['awful', 'app', ',', 'counterintuitive', ',', 'so', 'non', 'waitrose', '.']"
gp:AOqpTOGUAU1ewUj0NPP8Hd6u_gYdLoD19Lt_NoYhgPhX_fWLIB6BQINR97XAv2UtwR3KGJ19GOvHWyg-6HgQEQ,Linda Smith,https://play-lh.googleusercontent.com/a/AATXAJzvRwmVbWf0lJL5v7ZbXPLfgIOgV9mQzBLy-SuB=mo,"What a totally rubbish app, no benefit what so ever, keeps asking me to reset new password , have not yet managed to obtain any offers!! What a big waste of my time. So very dissapointed. Won't bother with it again. Not worth the hassles.",1,0,2.7.2.2441,2022-03-23 17:13:54,,,newest,com.waitrose.groceries,"['What a totally rubbish app, no benefit what so ever, keeps asking me to reset new password , have not yet managed to obtain any offers!!', 'What a big waste of my time.', 'So very dissapointed.', ""Won't bother with it again."", 'Not worth the hassles.']",5,"['what', 'a', 'totally', 'rubbish', 'app', ',', 'no', 'benefit', 'what', 'so', 'ever', ',', 'keeps', 'asking', 'me', 'to', 'reset', 'new', 'password', ',', 'have', 'not', 'yet', 'managed', 'to', 'obtain', 'any', 'offers', '!', '!', 'what', 'a', 'big', 'waste', 'of', 'my', 'time', '.', 'so', 'very', 'dissapointed', '.', ""won't"", 'bother', 'with', 'it', 'again', '.', 'not', 'worth', 'the', 'hassles', '.']",44,2022-03-23,17:13:54,neg,neg,pos,1,neg,"['what', 'a', 'totally', 'rubbish', 'app', ',', 'no', 'benefit', 'what', 'so', 'ever', ',', 'keep', 'ask', 'me', 'to', 'reset', 'new', 'password', ',', 'have', 'not', 'yet', 'manage', 'to', 'obtain', 'any', 'offer', '!', '!', 'what', 'a', 'big', 'waste', 'of', 'my', 'time', '.', 'so', 'very', 'dissapointed', '.', ""won't"", 'bother', 'with', 'it', 'again', '.', 'not', 'worth', 'the', 'hassle', '.']"
