reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId,reviews_in_sents,sentence_count,reviews_in_words,word_count,ymd,time,label,vader_label,textblob_label,bert_score,bert_label,reviews_lemmatized,year,month,day
gp:AOqpTOF4TugXXaYrzkAnsld2UT874AJjv9DQu7RRXmZE6Lwk96ZbBuPUBFKZ_PItOWaILD4CbFBUR7YYrFANiQ,Donal Devine,https://play-lh.googleusercontent.com/a-/AOh14GjgzQS-X2hgu9EsrpEnOGxCpOuXGG1PZ9M1TBal-14,Sparks card does not show up. Tried everything.,1,0,7.0.37.2,2022-03-29 13:17:42,,,newest,com.marksandspencer.app,"['Sparks card does not show up.', 'Tried everything.']",2,"['sparks', 'card', 'does', 'not', 'show', 'up', '.', 'tried', 'everything', '.']",8,2022-03-29,13:17:42,neg,neu,neu,1,neg,"['spark', 'card', 'do', 'not', 'show', 'up', '.', 'try', 'everything', '.']",2022,3,29
gp:AOqpTOE6pZ-8pn5yzmNEMar5ad_7VCSW5867btVpmq2IiflRUQAOGjzk2jFUeamMjUCquaMWLhdDdibaFy_QtQ,Fisun Yusuf,https://play-lh.googleusercontent.com/a/AATXAJzQNHKDgQFfo9kxBsbEIrX_UzQY3MfL6kyuSWZN=mo,keeps logging me out,1,0,7.0.36.0,2022-03-29 10:22:12,,,newest,com.marksandspencer.app,['keeps logging me out'],1,"['keeps', 'logging', 'me', 'out']",4,2022-03-29,10:22:12,neg,neu,neu,4,pos,"['keep', 'log', 'me', 'out']",2022,3,29
gp:AOqpTOHmCxLSXs_RIz9MowEViIVIGqEVudCf469tyeWJVQ-VJmltbPFOW3qG_NWskn6y0WAh-kqrXWwddmEBhw,Margaret,https://play-lh.googleusercontent.com/a/AATXAJxSFz6AyxjRMENGEgo5EElVfcNBU6oTu840EzhE=mo,The app just updated but I still can't scroll down to see my offers,1,0,7.0.37.2,2022-03-29 08:16:58,,,newest,com.marksandspencer.app,"[""The app just updated but I still can't scroll down to see my offers""]",1,"['the', 'app', 'just', 'updated', 'but', 'i', 'still', ""can't"", 'scroll', 'down', 'to', 'see', 'my', 'offers']",14,2022-03-29,08:16:58,neg,neu,neg,3,neu,"['the', 'app', 'just', 'update', 'but', 'i', 'still', ""can't"", 'scroll', 'down', 'to', 'see', 'my', 'offer']",2022,3,29
gp:AOqpTOFQj2zKzdeCFjjy1teqbA8gWG6C1SGKgJ09gj7TwRzCXltLvEL_SRjs3IdcKmUOfpkOpE_MFvHgyS068w,Susan Atkinson,https://play-lh.googleusercontent.com/a/AATXAJxqJ7qV68AiDCaLffeZldojQFZF4FAXlhSMLara=mo,Can't see Sparks offers. 😠,1,0,7.0.36.0,2022-03-27 02:35:14,,,newest,com.marksandspencer.app,"[""Can't see Sparks offers."", '😠']",2,"[""can't"", 'see', 'sparks', 'offers', '.', '😠']",5,2022-03-27,02:35:14,neg,neu,pos,5,pos,"[""can't"", 'see', 'sparks', 'offer', '.', '😠']",2022,3,27
gp:AOqpTOEXJM8h6pHVYIN4TYKmiR-nPXY2DE8wm_nK-xYfO-65L5TyKs99cRL8SYuZxove635OaXfkGuKSiCcNxQ,joan mclean,https://play-lh.googleusercontent.com/a/AATXAJxQrJGDQMtfCgx28GMhRmkCb7rEdZRw_D61zp-7=mo,"Worst app ever Can't load my offers. The UI just does not work. You have to click the card to minimise it and a snippet of offers shows at thr bottom but when you tap the offer it does not open. Stupid app looks like it is always asking me to add my Sparks ID, when it's already added. It's like they've never tested it as an actual end user",1,0,7.0.36.0,2022-03-26 08:22:02,,,newest,com.marksandspencer.app,"[""Worst app ever Can't load my offers."", 'The UI just does not work.', 'You have to click the card to minimise it and a snippet of offers shows at thr bottom but when you tap the offer it does not open.', ""Stupid app looks like it is always asking me to add my Sparks ID, when it's already added."", ""It's like they've never tested it as an actual end user""]",5,"['worst', 'app', 'ever', ""can't"", 'load', 'my', 'offers', '.', 'the', 'ui', 'just', 'does', 'not', 'work', '.', 'you', 'have', 'to', 'click', 'the', 'card', 'to', 'minimise', 'it', 'and', 'a', 'snippet', 'of', 'offers', 'shows', 'at', 'thr', 'bottom', 'but', 'when', 'you', 'tap', 'the', 'offer', 'it', 'does', 'not', 'open', '.', 'stupid', 'app', 'looks', 'like', 'it', 'is', 'always', 'asking', 'me', 'to', 'add', 'my', 'sparks', 'id', ',', 'when', ""it's"", 'already', 'added', '.', ""it's"", 'like', ""they've"", 'never', 'tested', 'it', 'as', 'an', 'actual', 'end', 'user']",70,2022-03-26,08:22:02,neg,neg,neg,1,neg,"['bad', 'app', 'ever', ""can't"", 'load', 'my', 'offer', '.', 'the', 'ui', 'just', 'do', 'not', 'work', '.', 'you', 'have', 'to', 'click', 'the', 'card', 'to', 'minimise', 'it', 'and', 'a', 'snippet', 'of', 'offer', 'show', 'at', 'thr', 'bottom', 'but', 'when', 'you', 'tap', 'the', 'offer', 'it', 'do', 'not', 'open', '.', 'stupid', 'app', 'look', 'like', 'it', 'be', 'always', 'ask', 'me', 'to', 'add', 'my', 'spark', 'id', ',', 'when', ""it's"", 'already', 'add', '.', ""it's"", 'like', ""they've"", 'never', 'test', 'it', 'as', 'an', 'actual', 'end', 'user']",2022,3,26
gp:AOqpTOG6Lh9K2ftrC_YZ8lp3wGyx1_c7lyKg7X6QkwE1bWP2GZDnYXflitFs4cTmweX10H_xX_vctkKDSRvlIg,Moo poo,https://play-lh.googleusercontent.com/a/AATXAJx0YbRbkIOmAD8MkNxTA-cXHRCOqWcLlEROPXgY=mo,"While M&S still trading in Russia I will be boycotting all your products and services. It's frankly Shocking and disgusting M&S still doing business in Russia- reasons why, its lame, just full of excuses not to close all stores! Reason Profits... Feel angry 😠 and upset. Support Ukraine and boycott .... please think and Don't download don't purchase. Children being murdered by Russia 🇷🇺 Disgusting",1,0,,2022-03-25 21:21:55,,,newest,com.marksandspencer.app,"['While M&S still trading in Russia I will be boycotting all your products and services.', ""It's frankly Shocking and disgusting M&S still doing business in Russia- reasons why, its lame, just full of excuses not to close all stores!"", 'Reason Profits... Feel angry 😠 and upset.', ""Support Ukraine and boycott .... please think and Don't download don't purchase."", 'Children being murdered by Russia 🇷🇺 Disgusting']",5,"['while', 'm', '&', 's', 'still', 'trading', 'in', 'russia', 'i', 'will', 'be', 'boycotting', 'all', 'your', 'products', 'and', 'services', '.', ""it's"", 'frankly', 'shocking', 'and', 'disgusting', 'm', '&', 's', 'still', 'doing', 'business', 'in', 'russia', '-', 'reasons', 'why', ',', 'its', 'lame', ',', 'just', 'full', 'of', 'excuses', 'not', 'to', 'close', 'all', 'stores', '!', 'reason', 'profits', '...', 'feel', 'angry', '😠', 'and', 'upset', '.', 'support', 'ukraine', 'and', 'boycott', '...', 'please', 'think', 'and', ""don't"", 'download', ""don't"", 'purchase', '.', 'children', 'being', 'murdered', 'by', 'russia', '🇷', '🇺', 'disgusting']",69,2022-03-25,21:21:55,neg,neg,neg,1,neg,"['while', 'm', '&', 's', 'still', 'trade', 'in', 'russia', 'i', 'will', 'be', 'boycott', 'all', 'your', 'product', 'and', 'service', '.', ""it's"", 'frankly', 'shock', 'and', 'disgust', 'm', '&', 's', 'still', 'do', 'business', 'in', 'russia', '-', 'reason', 'why', ',', 'its', 'lame', ',', 'just', 'full', 'of', 'excuse', 'not', 'to', 'close', 'all', 'store', '!', 'reason', 'profit', '...', 'feel', 'angry', '😠', 'and', 'upset', '.', 'support', 'ukraine', 'and', 'boycott', '...', 'please', 'think', 'and', ""don't"", 'download', ""don't"", 'purchase', '.', 'child', 'be', 'murder', 'by', 'russia', '🇷', '🇺', 'disgust']",2022,3,25
gp:AOqpTOHM0fgsWg7zmf_M17qma9uKp92MG2O8GCb-JHnvwQmR4fe41WRA9t5dD0gKqKtytFoGILdOClJA-PffWg,Rhian Taylor,https://play-lh.googleusercontent.com/a-/AOh14GiSLF2nQQCfb8_dc8EeTLRSvrywMMzaBj9dX15f,"Very counter intuitive. You have to scroll down to open the offers, not up? Then you can't scroll down (or up) to see what they actually are. Waste of time. Please fix this M&S.",1,1,7.0.36.0,2022-03-25 07:13:00,,,newest,com.marksandspencer.app,"['Very counter intuitive.', 'You have to scroll down to open the offers, not up?', ""Then you can't scroll down (or up) to see what they actually are."", 'Waste of time.', 'Please fix this M&S.']",5,"['very', 'counter', 'intuitive', '.', 'you', 'have', 'to', 'scroll', 'down', 'to', 'open', 'the', 'offers', ',', 'not', 'up', '?', 'then', 'you', ""can't"", 'scroll', 'down', '(', 'or', 'up', ')', 'to', 'see', 'what', 'they', 'actually', 'are', '.', 'waste', 'of', 'time', '.', 'please', 'fix', 'this', 'm', '&', 's', '.']",35,2022-03-25,07:13:00,neg,neg,neg,1,neg,"['very', 'counter', 'intuitive', '.', 'you', 'have', 'to', 'scroll', 'down', 'to', 'open', 'the', 'offer', ',', 'not', 'up', '?', 'then', 'you', ""can't"", 'scroll', 'down', '(', 'or', 'up', ')', 'to', 'see', 'what', 'they', 'actually', 'be', '.', 'waste', 'of', 'time', '.', 'please', 'fix', 'this', 'm', '&', 's', '.']",2022,3,25
gp:AOqpTOH0ysjdc1riz1VdANnmt55Y1YUIWEZ4HGuITdsQXFrxEJxPAHfBpKg6CZ9DWfa4ncBMY_UZfcRXl6115w,aileen gallagher,https://play-lh.googleusercontent.com/a/AATXAJx4K4cE5Mx0UI2mRYfx7VWxmjKhKsuI9919Wn2x=mo,Poor,1,0,7.0.36.0,2022-03-24 21:02:34,,,newest,com.marksandspencer.app,['Poor'],1,['poor'],1,2022-03-24,21:02:34,neg,neg,neg,1,neg,['poor'],2022,3,24
gp:AOqpTOHEaKsV2YgkAkfoQGUaQxNmqXsOYnzkE7x7DoVHEOOih8FwhcN4gnkY0IG0A8dHLg9Y8XYgE4E1gZUcrQ,Mon Martin,https://play-lh.googleusercontent.com/a-/AOh14Giof_KUTkNpy2kUQyNRFyOgaQerHu-Bm-TMRvL4bA,Terrible. Won't even let me log in bloody pointless,1,0,,2022-03-23 13:28:56,,,newest,com.marksandspencer.app,"['Terrible.', ""Won't even let me log in bloody pointless""]",2,"['terrible', '.', ""won't"", 'even', 'let', 'me', 'log', 'in', 'bloody', 'pointless']",9,2022-03-23,13:28:56,neg,neg,neg,1,neg,"['terrible', '.', ""won't"", 'even', 'let', 'me', 'log', 'in', 'bloody', 'pointless']",2022,3,23
gp:AOqpTOGQDsIjiz9MUbi19HqwFsLnfdfRH3ll1T47VYC1vanhWoT51bc6nr7o-Dwzr_7_JlZaIXjyNIWZlLQqxQ,Colin Brady,https://play-lh.googleusercontent.com/a-/AOh14GhkGSiUIbyR6XsllqHjPxr2c1L_5tu2cZ0f7zJu3Q,Not customer friendly..,1,0,7.0.36.0,2022-03-23 09:23:53,,,newest,com.marksandspencer.app,['Not customer friendly..'],1,"['not', 'customer', 'friendly', '..']",4,2022-03-23,09:23:53,neg,neu,pos,1,neg,"['not', 'customer', 'friendly', '..']",2022,3,23
gp:AOqpTOEwVB9OFk90jT_zCkwhaeQVI4OExByQjbvqmiVKpVNFCQGyOI8UTd4OpVQaRrVAhEhpfa9Z747LqG4dLQ,Lee G,https://play-lh.googleusercontent.com/a/AATXAJx-zeEgm9qo6nEiwi21HkM1X3Ih52GvNoI6sqlV=mo,Recent updates now prevent me seeing sparks offers.,1,3,7.0.36.0,2022-03-23 07:26:10,,,newest,com.marksandspencer.app,['Recent updates now prevent me seeing sparks offers.'],1,"['recent', 'updates', 'now', 'prevent', 'me', 'seeing', 'sparks', 'offers', '.']",8,2022-03-23,07:26:10,neg,pos,pos,3,neu,"['recent', 'update', 'now', 'prevent', 'me', 'see', 'sparks', 'offer', '.']",2022,3,23
gp:AOqpTOGuxG77eF6fiALSDlMMOBaZp0ZGCe0ffPDVz9k-nce-TdgI3t3vQRYYx_z3WX8fZLJ__CB47r7nqXmVhg,Catherine Connor,https://play-lh.googleusercontent.com/a/AATXAJwo25dFoK-iIxcVxLyx4z27teb5kSEc71-Gp96W=mo,I can get the gifts message but cannot find out what they are. Very poor.,1,0,7.0.36.0,2022-03-22 16:40:16,,,newest,com.marksandspencer.app,"['I can get the gifts message but cannot find out what they are.', 'Very poor.']",2,"['i', 'can', 'get', 'the', 'gifts', 'message', 'but', 'cannot', 'find', 'out', 'what', 'they', 'are', '.', 'very', 'poor', '.']",15,2022-03-22,16:40:16,neg,neg,neg,2,neg,"['i', 'can', 'get', 'the', 'gifts', 'message', 'but', 'cannot', 'find', 'out', 'what', 'they', 'be', '.', 'very', 'poor', '.']",2022,3,22
gp:AOqpTOHXvxLdECImvQJ8eXJtc_-xgmqXgyt8nzbfNFU8GfmG-McxcP24fwyJXaHGrLMNHqFeeDvYf8lvGb-b3Q,Kevin Cork,https://play-lh.googleusercontent.com/a/AATXAJx3y8mhXYhQL4unpKsrmM9aMWiTlFiSCffhKZs3=mo,Where is the food app?,1,0,,2022-03-22 15:17:26,,,newest,com.marksandspencer.app,['Where is the food app?'],1,"['where', 'is', 'the', 'food', 'app', '?']",5,2022-03-22,15:17:26,neg,neu,neu,1,neg,"['where', 'be', 'the', 'food', 'app', '?']",2022,3,22
gp:AOqpTOF-wk7tgGj9W8d5K_1JLOhvomVGNmbWS6kxj7ZD0P63FtUrppGE0rfMxXGxohJJfV6PmkLV2j_cMXTrxA,Christine Kelly,https://play-lh.googleusercontent.com/a/AATXAJwpZS3sWXjIimNKQAV1CUyrb8ARd2_1xadHy2VA=mo,Easy to order lots to choose from,1,0,7.0.36.0,2022-03-21 15:17:57,,,newest,com.marksandspencer.app,['Easy to order lots to choose from'],1,"['easy', 'to', 'order', 'lots', 'to', 'choose', 'from']",7,2022-03-21,15:17:57,neg,pos,pos,5,pos,"['easy', 'to', 'order', 'lot', 'to', 'choose', 'from']",2022,3,21
