reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId,reviews_in_sents,sentence_count,reviews_in_words,word_count,ymd,time,label,vader_label,textblob_label,bert_score,bert_label,reviews_lemmatized,year,month,day
gp:AOqpTOEsUFFyGkfoXqe3OVviqR7l0jjgx7S13zjVbCBckYvNLeyoYFMW-YTJHdzo2vwRd-6VnZ68u1UAQdX1hw,Bartosz Godlewski,https://play-lh.googleusercontent.com/a-/AOh14Gj_MWRrI4b2CwzB7s6eVvtr58cxOibRfPPUzNd8_NQ,Place order to one shop and order goes to different one . Mad,1,0,22.05,2022-03-28 22:00:37,,,newest,com.asda.android,"['Place order to one shop and order goes to different one .', 'Mad']",2,"['place', 'order', 'to', 'one', 'shop', 'and', 'order', 'goes', 'to', 'different', 'one', '.', 'mad']",12,2022-03-28,22:00:37,neg,neg,neg,1,neg,"['place', 'order', 'to', 'one', 'shop', 'and', 'order', 'go', 'to', 'different', 'one', '.', 'mad']",2022,3,28
gp:AOqpTOHnUznX6geD-6sBRPDd8rfN-BU99OqCqHo92Ftls_ac5kzRJK4lutEFfOetAiM33uA4-lXzqCt46JztMw,Janet Coates,https://play-lh.googleusercontent.com/a/AATXAJwky_1VjMZ8OkoujEWn_qwspZ2CtMR03TxZ7IDx=mo,"So gone to amend my order, the total was £90 + however once it allowed me to amend the total dropped to under £ 60, not helpful. Spent time having to check what had been removed before I could amend. Why in God's name would you do this. Convenience flies out of the window. If you don't want the custom get rid of the app then at least we know. Would actually help if the order showed in some kind of order. Clearly too much to ask.........",1,12,22.05,2022-03-26 14:03:52,,,newest,com.asda.android,"['So gone to amend my order, the total was £90 + however once it allowed me to amend the total dropped to under £ 60, not helpful.', 'Spent time having to check what had been removed before I could amend.', ""Why in God's name would you do this."", 'Convenience flies out of the window.', ""If you don't want the custom get rid of the app then at least we know."", 'Would actually help if the order showed in some kind of order.', 'Clearly too much to ask.........']",7,"['so', 'gone', 'to', 'amend', 'my', 'order', ',', 'the', 'total', 'was', '£', '90', '+', 'however', 'once', 'it', 'allowed', 'me', 'to', 'amend', 'the', 'total', 'dropped', 'to', 'under', '£', '60', ',', 'not', 'helpful', '.', 'spent', 'time', 'having', 'to', 'check', 'what', 'had', 'been', 'removed', 'before', 'i', 'could', 'amend', '.', 'why', 'in', ""god's"", 'name', 'would', 'you', 'do', 'this', '.', 'convenience', 'flies', 'out', 'of', 'the', 'window', '.', 'if', 'you', ""don't"", 'want', 'the', 'custom', 'get', 'rid', 'of', 'the', 'app', 'then', 'at', 'least', 'we', 'know', '.', 'would', 'actually', 'help', 'if', 'the', 'order', 'showed', 'in', 'some', 'kind', 'of', 'order', '.', 'clearly', 'too', 'much', 'to', 'ask', '...']",88,2022-03-26,14:03:52,neg,pos,pos,2,neg,"['so', 'go', 'to', 'amend', 'my', 'order', ',', 'the', 'total', 'be', '£', '90', '+', 'however', 'once', 'it', 'allow', 'me', 'to', 'amend', 'the', 'total', 'drop', 'to', 'under', '£', '60', ',', 'not', 'helpful', '.', 'spent', 'time', 'have', 'to', 'check', 'what', 'have', 'be', 'remove', 'before', 'i', 'could', 'amend', '.', 'why', 'in', ""god's"", 'name', 'would', 'you', 'do', 'this', '.', 'convenience', 'fly', 'out', 'of', 'the', 'window', '.', 'if', 'you', ""don't"", 'want', 'the', 'custom', 'get', 'rid', 'of', 'the', 'app', 'then', 'at', 'least', 'we', 'know', '.', 'would', 'actually', 'help', 'if', 'the', 'order', 'show', 'in', 'some', 'kind', 'of', 'order', '.', 'clearly', 'too', 'much', 'to', 'ask', '...']",2022,3,26
gp:AOqpTOHBAn8yEtZzrnv1iE2T94HGU2vhvNM-VzXZuatqL4QxENBfTnVMQ1id5tLkyAZcTjlA4_PE5reZN14R_g,Mark Bowen,https://play-lh.googleusercontent.com/a/AATXAJyWDPBWMblcJM2OMnrNoQHJGMHFNcNEaGbV8Rdg=mo,"Unable to place orders , even got anual delivery pass. Customer services are useless. Don't they want our money",1,0,22.05,2022-03-26 10:59:06,,,newest,com.asda.android,"['Unable to place orders , even got anual delivery pass.', 'Customer services are useless.', ""Don't they want our money""]",3,"['unable', 'to', 'place', 'orders', ',', 'even', 'got', 'anual', 'delivery', 'pass', '.', 'customer', 'services', 'are', 'useless', '.', ""don't"", 'they', 'want', 'our', 'money']",18,2022-03-26,10:59:06,neg,neg,neg,1,neg,"['unable', 'to', 'place', 'order', ',', 'even', 'get', 'anual', 'delivery', 'pas', '.', 'customer', 'service', 'be', 'useless', '.', ""don't"", 'they', 'want', 'our', 'money']",2022,3,26
gp:AOqpTOFP7JXkfW-JBhq_mfcFwYFsnqKNpXe6S35hNmzcmHeou4iMYxCZD1PEZnURe0S3OVjj6GXd_YRqrdcl4Q,Megan Stichbury,https://play-lh.googleusercontent.com/a/AATXAJyn2DyZ9k1jD8YX507t1VoqhOHKgAxtcEFMElc_=mo,Substitutes are a complete joke. not sure if the staff generally do it on purpose to wind up customers or they just simply do not have a brain cell between them. The delivery charges are now getting absolutely ridiculous.,1,0,22.05,2022-03-25 19:03:45,,,newest,com.asda.android,"['Substitutes are a complete joke.', 'not sure if the staff generally do it on purpose to wind up customers or they just simply do not have a brain cell between them.', 'The delivery charges are now getting absolutely ridiculous.']",3,"['substitutes', 'are', 'a', 'complete', 'joke', '.', 'not', 'sure', 'if', 'the', 'staff', 'generally', 'do', 'it', 'on', 'purpose', 'to', 'wind', 'up', 'customers', 'or', 'they', 'just', 'simply', 'do', 'not', 'have', 'a', 'brain', 'cell', 'between', 'them', '.', 'the', 'delivery', 'charges', 'are', 'now', 'getting', 'absolutely', 'ridiculous', '.']",39,2022-03-25,19:03:45,neg,neg,neg,1,neg,"['substitute', 'be', 'a', 'complete', 'joke', '.', 'not', 'sure', 'if', 'the', 'staff', 'generally', 'do', 'it', 'on', 'purpose', 'to', 'wind', 'up', 'customer', 'or', 'they', 'just', 'simply', 'do', 'not', 'have', 'a', 'brain', 'cell', 'between', 'them', '.', 'the', 'delivery', 'charge', 'be', 'now', 'get', 'absolutely', 'ridiculous', '.']",2022,3,25
gp:AOqpTOHj0K--q1NBFAQ7vVN05gJ3xPFn2XQ5rplE_hqLve1eGr-NVa0xvyP4Qznx87khoqxJuJ7extjoQlzgBw,Alex Baybutt,https://play-lh.googleusercontent.com/a/AATXAJx9Om7uDfWzhXHYT-0T9c_ItycKDhL-fXFBWfes=mo,Rubbish app,1,0,,2022-03-25 12:41:56,,,newest,com.asda.android,['Rubbish app'],1,"['rubbish', 'app']",2,2022-03-25,12:41:56,neg,neu,neu,1,neg,"['rubbish', 'app']",2022,3,25
gp:AOqpTOGFPZ441uTWxDHRKDYcT3ewtrDTrI1KyqR9G294gz0Zedkg94jwSxDsfijS4IRf6aQ3lJPBN6alROImAA,Terence Kirk,https://play-lh.googleusercontent.com/a/AATXAJyyhBHBYuMfvSfx6R553PaaxK55wQx8eVTk3-fA=mo,"Every 5 minutes there is another update, the app works, stop messing with it and us as users, it's not necessary.",1,0,22.01,2022-03-24 20:38:44,,,newest,com.asda.android,"[""Every 5 minutes there is another update, the app works, stop messing with it and us as users, it's not necessary.""]",1,"['every', '5', 'minutes', 'there', 'is', 'another', 'update', ',', 'the', 'app', 'works', ',', 'stop', 'messing', 'with', 'it', 'and', 'us', 'as', 'users', ',', ""it's"", 'not', 'necessary', '.']",20,2022-03-24,20:38:44,neg,neg,neu,1,neg,"['every', '5', 'minute', 'there', 'be', 'another', 'update', ',', 'the', 'app', 'work', ',', 'stop', 'mess', 'with', 'it', 'and', 'us', 'as', 'user', ',', ""it's"", 'not', 'necessary', '.']",2022,3,24
gp:AOqpTOE_WqyR04wP8Ey-nSOCgC5u2kX-jgmv0EmyN9u58JZKIkksjLi3oeSu6iUHDXHXDgsE5c0ZbAC4Xk2RDA,She Billings,https://play-lh.googleusercontent.com/a-/AOh14GgrsZtgH7d0PDDqliqdcv4QYWF6EwK5pO0zVDCp9g,My Visa card expired and cannot update it to place an order. Keeps going round in circles. Phoned twice and got totally different info from the 2 agents. So I am not ordering anymore from Asda as no customer service. Just updated my Visa card on Sainsbury no problem!,1,0,22.02,2022-03-24 13:59:34,,,newest,com.asda.android,"['My Visa card expired and cannot update it to place an order.', 'Keeps going round in circles.', 'Phoned twice and got totally different info from the 2 agents.', 'So I am not ordering anymore from Asda as no customer service.', 'Just updated my Visa card on Sainsbury no problem!']",5,"['my', 'visa', 'card', 'expired', 'and', 'cannot', 'update', 'it', 'to', 'place', 'an', 'order', '.', 'keeps', 'going', 'round', 'in', 'circles', '.', 'phoned', 'twice', 'and', 'got', 'totally', 'different', 'info', 'from', 'the', '2', 'agents', '.', 'so', 'i', 'am', 'not', 'ordering', 'anymore', 'from', 'asda', 'as', 'no', 'customer', 'service', '.', 'just', 'updated', 'my', 'visa', 'card', 'on', 'sainsbury', 'no', 'problem', '!']",48,2022-03-24,13:59:34,neg,neg,neg,1,neg,"['my', 'visa', 'card', 'expire', 'and', 'cannot', 'update', 'it', 'to', 'place', 'an', 'order', '.', 'keep', 'go', 'round', 'in', 'circle', '.', 'phone', 'twice', 'and', 'get', 'totally', 'different', 'info', 'from', 'the', '2', 'agent', '.', 'so', 'i', 'be', 'not', 'order', 'anymore', 'from', 'asda', 'as', 'no', 'customer', 'service', '.', 'just', 'update', 'my', 'visa', 'card', 'on', 'sainsbury', 'no', 'problem', '!']",2022,3,24
gp:AOqpTOGBsFv-zoZ8iZCW5YOKm0X2addGPpo3ne0BuoH4zkog2FGzf4lpbLWc9IFYpm4--rYGeSmNlmqmMWJ67g,Jayne Taylor,https://play-lh.googleusercontent.com/a/AATXAJyBaSSvjCAJxq5nGPAk-KyLJuI85iAJvwW9z7B7=mo,Always slow. Doesn't ever let me click on my way. Most of the time doesn't even show our order so we turn up to collect and have to wait for it to be picked. Its rubbish. Most of the time the qmend feature doesn't work. Most things are constantly out of stock. You even get charged to amend an order! Best thing about it is the refund feature.,1,6,22.05,2022-03-23 19:33:36,,,newest,com.asda.android,"['Always slow.', ""Doesn't ever let me click on my way."", ""Most of the time doesn't even show our order so we turn up to collect and have to wait for it to be picked."", 'Its rubbish.', ""Most of the time the qmend feature doesn't work."", 'Most things are constantly out of stock.', 'You even get charged to amend an order!', 'Best thing about it is the refund feature.']",8,"['always', 'slow', '.', ""doesn't"", 'ever', 'let', 'me', 'click', 'on', 'my', 'way', '.', 'most', 'of', 'the', 'time', ""doesn't"", 'even', 'show', 'our', 'order', 'so', 'we', 'turn', 'up', 'to', 'collect', 'and', 'have', 'to', 'wait', 'for', 'it', 'to', 'be', 'picked', '.', 'its', 'rubbish', '.', 'most', 'of', 'the', 'time', 'the', 'qmend', 'feature', ""doesn't"", 'work', '.', 'most', 'things', 'are', 'constantly', 'out', 'of', 'stock', '.', 'you', 'even', 'get', 'charged', 'to', 'amend', 'an', 'order', '!', 'best', 'thing', 'about', 'it', 'is', 'the', 'refund', 'feature', '.']",68,2022-03-23,19:33:36,neg,pos,pos,1,neg,"['always', 'slow', '.', ""doesn't"", 'ever', 'let', 'me', 'click', 'on', 'my', 'way', '.', 'most', 'of', 'the', 'time', ""doesn't"", 'even', 'show', 'our', 'order', 'so', 'we', 'turn', 'up', 'to', 'collect', 'and', 'have', 'to', 'wait', 'for', 'it', 'to', 'be', 'pick', '.', 'its', 'rubbish', '.', 'most', 'of', 'the', 'time', 'the', 'qmend', 'feature', ""doesn't"", 'work', '.', 'most', 'thing', 'be', 'constantly', 'out', 'of', 'stock', '.', 'you', 'even', 'get', 'charge', 'to', 'amend', 'an', 'order', '!', 'best', 'thing', 'about', 'it', 'be', 'the', 'refund', 'feature', '.']",2022,3,23
gp:AOqpTOHYB4UAKjGC28PNlWZb_oiRBeR_8gxWcj4Wnq2v3fvkAWsitalumXsfpJ8_GY9V8Wd2vC05B3-UvWVdng,David Bennett,https://play-lh.googleusercontent.com/a/AATXAJzIJdCrI4pPQQ8XNWxMSLkbsFXw-VB7_YHX8JUk=mo,The app wouldn't let me register. So I couldn't get started.,1,0,,2022-03-23 15:09:53,,,newest,com.asda.android,"[""The app wouldn't let me register."", ""So I couldn't get started.""]",2,"['the', 'app', ""wouldn't"", 'let', 'me', 'register', '.', 'so', 'i', ""couldn't"", 'get', 'started', '.']",11,2022-03-23,15:09:53,neg,neu,neu,2,neg,"['the', 'app', ""wouldn't"", 'let', 'me', 'register', '.', 'so', 'i', ""couldn't"", 'get', 'start', '.']",2022,3,23
gp:AOqpTOFmEsoSsxBNaCgYu4UX2WwlndxQsL4QktBdEOEw8fmXpN20vh9PjJ_5BFlBgHYtREeMXgcxkcESILbX4Q,Ibrahim Khalil,https://play-lh.googleusercontent.com/a/AATXAJxkZRsIuP51p2LndRby_Pf13L_jwrNTPqp71lFi=mo,Useless app. Never sends me a complete order. They send a few light and expensive products but claim that other stuff like 5kg rice and cooking oil is always unavailable although it's available when adding tot the order and paying. Never from this useless store again.,1,0,,2022-03-23 14:51:15,,,newest,com.asda.android,"['Useless app.', 'Never sends me a complete order.', ""They send a few light and expensive products but claim that other stuff like 5kg rice and cooking oil is always unavailable although it's available when adding tot the order and paying."", 'Never from this useless store again.']",4,"['useless', 'app', '.', 'never', 'sends', 'me', 'a', 'complete', 'order', '.', 'they', 'send', 'a', 'few', 'light', 'and', 'expensive', 'products', 'but', 'claim', 'that', 'other', 'stuff', 'like', '5kg', 'rice', 'and', 'cooking', 'oil', 'is', 'always', 'unavailable', 'although', ""it's"", 'available', 'when', 'adding', 'tot', 'the', 'order', 'and', 'paying', '.', 'never', 'from', 'this', 'useless', 'store', 'again', '.']",46,2022-03-23,14:51:15,neg,neg,neg,1,neg,"['useless', 'app', '.', 'never', 'send', 'me', 'a', 'complete', 'order', '.', 'they', 'send', 'a', 'few', 'light', 'and', 'expensive', 'product', 'but', 'claim', 'that', 'other', 'stuff', 'like', '5kg', 'rice', 'and', 'cooking', 'oil', 'be', 'always', 'unavailable', 'although', ""it's"", 'available', 'when', 'add', 'tot', 'the', 'order', 'and', 'pay', '.', 'never', 'from', 'this', 'useless', 'store', 'again', '.']",2022,3,23
