reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId,reviews_in_sents,sentence_count,reviews_in_words,word_count,ymd,time,label,vader_label,textblob_label,bert_score,bert_label,reviews_lemmatized
gp:AOqpTOEjT0CMvXBu89TDYHlTEdEy-HLHnX19HsMRDtvmCo0qo-j9Zi23yIhSz28RB9gQ4NkdL6xqokdpnakxkw,Andrew England,https://play-lh.googleusercontent.com/a-/AOh14GiGv1hvC1_gkntxzISi29AVlkirDTrCYJdn63rLag,Too complicated to pay all this going back to my bank all the time. Never had this trouble with visa,1,0,19.29.0,2022-03-28 19:34:16,,,newest,com.tesco.grocery.view,"['Too complicated to pay all this going back to my bank all the time.', 'Never had this trouble with visa']",2,"['too', 'complicated', 'to', 'pay', 'all', 'this', 'going', 'back', 'to', 'my', 'bank', 'all', 'the', 'time', '.', 'never', 'had', 'this', 'trouble', 'with', 'visa']",20,2022-03-28,19:34:16,neg,neg,neg,1,neg,"['too', 'complicate', 'to', 'pay', 'all', 'this', 'go', 'back', 'to', 'my', 'bank', 'all', 'the', 'time', '.', 'never', 'have', 'this', 'trouble', 'with', 'visa']"
gp:AOqpTOG58-kdBYXBZ51YPgG_EAKAzb5pYJW2P9Xv434OFvWSyR3DG-fPRsZHb1O8HMfT980SXN9zpH405KC9lg,Lesley Rickman,https://play-lh.googleusercontent.com/a/AATXAJzQp_4PLu7yWs52EcVTP7SMBlChe4SfIf5DO3Eg=mo,Took to long not very impressed.,1,0,19.29.0,2022-03-28 14:19:57,,,newest,com.tesco.grocery.view,['Took to long not very impressed.'],1,"['took', 'to', 'long', 'not', 'very', 'impressed', '.']",6,2022-03-28,14:19:57,neg,neg,neg,2,neg,"['take', 'to', 'long', 'not', 'very', 'impressed', '.']"
gp:AOqpTOHdbyvKiOIaXP59e0gtaSe9uaX26ZtKKU16-ERmedvOG73x1T9ySdRD_69gzQqR4gbCtaJakx5TlYpa4w,Anne Jones,https://play-lh.googleusercontent.com/a/AATXAJzKK7syBSfWQvCkaOcK_-87pYk-EvOmo8AgxcFM=mo,Would not let me join,1,0,19.29.0,2022-03-27 17:31:14,,,newest,com.tesco.grocery.view,['Would not let me join'],1,"['would', 'not', 'let', 'me', 'join']",5,2022-03-27,17:31:14,neg,neg,neu,2,neg,"['would', 'not', 'let', 'me', 'join']"
gp:AOqpTOFc4D6LWEg1mP8zWklMYK3UkLEddUGaJ9suGLS0ZWAnVw4780M5nEPxALO2yric-uppNV3q2aO2k74yvQ,Sue Atkinson,https://play-lh.googleusercontent.com/a/AATXAJzl4ID6rJ-bZRnXhLf2kEFGK3hKfehvITvyAaQb=mo,Club card don't work on phone,1,0,,2022-03-27 13:26:19,,,newest,com.tesco.grocery.view,"[""Club card don't work on phone""]",1,"['club', 'card', ""don't"", 'work', 'on', 'phone']",6,2022-03-27,13:26:19,neg,neu,neu,1,neg,"['club', 'card', ""don't"", 'work', 'on', 'phone']"
gp:AOqpTOFMHiOWiPqGaKsTv0TOS5pzq1cuhxFaNYymbcjI2WcYDVbT95isa29oQABB1pnEAraOdhFCZoLDQynMaw,nathan clax,https://play-lh.googleusercontent.com/a/AATXAJzBTlR_OBpXejegU_WOLe12kQF0a3aUUM9W0m-1=mo,Cancelled in the last minute twice at 10pm when no other shops are open leaving me with no food. Thanks tesco great job,1,1,19.29.0,2022-03-26 22:45:13,,,newest,com.tesco.grocery.view,"['Cancelled in the last minute twice at 10pm when no other shops are open leaving me with no food.', 'Thanks tesco great job']",2,"['cancelled', 'in', 'the', 'last', 'minute', 'twice', 'at', '10pm', 'when', 'no', 'other', 'shops', 'are', 'open', 'leaving', 'me', 'with', 'no', 'food', '.', 'thanks', 'tesco', 'great', 'job']",23,2022-03-26,22:45:13,neg,pos,pos,1,neg,"['cancel', 'in', 'the', 'last', 'minute', 'twice', 'at', '10pm', 'when', 'no', 'other', 'shop', 'be', 'open', 'leave', 'me', 'with', 'no', 'food', '.', 'thanks', 'tesco', 'great', 'job']"
gp:AOqpTOFILrdRdVxo3Eim_cM_3GlbglRoomHXjvhP-ptJdxDgzIhDuaDYIofFxQ7d4Ir92cNJSlYZv36dLxl_oQ,Eileen O'Connell,https://play-lh.googleusercontent.com/a/AATXAJxkzaQs_2Fnlfd2RpBOzVFqPB9OH0Yhg81iWyet=mo,Keeps dropping me off their system.,1,0,19.29.0,2022-03-26 09:32:21,,,newest,com.tesco.grocery.view,['Keeps dropping me off their system.'],1,"['keeps', 'dropping', 'me', 'off', 'their', 'system', '.']",6,2022-03-26,09:32:21,neg,neu,neu,2,neg,"['keep', 'drop', 'me', 'off', 'their', 'system', '.']"
gp:AOqpTOFCP_LvQmFZbVnMOj63KVrC9126Mg4K5B62gQlvpkvFd0goR-oaRhYcp5qRE8pwP4HjIxwZs0nbmJ-vfw,Philip k,https://play-lh.googleusercontent.com/a/AATXAJwiJ5pe8s67D5IdJCwAvFp2c-HMqoQYmqRX9trF=mo,"Check you receipts very carefully! There's inevitably always missing items and Tesco don't consistently take the correct charge off. No tracking of actual receipts, no email or online chat helpline, etc.",1,0,19.29.0,2022-03-26 08:20:54,,,newest,com.tesco.grocery.view,"['Check you receipts very carefully!', ""There's inevitably always missing items and Tesco don't consistently take the correct charge off."", 'No tracking of actual receipts, no email or online chat helpline, etc.']",3,"['check', 'you', 'receipts', 'very', 'carefully', '!', ""there's"", 'inevitably', 'always', 'missing', 'items', 'and', 'tesco', ""don't"", 'consistently', 'take', 'the', 'correct', 'charge', 'off', '.', 'no', 'tracking', 'of', 'actual', 'receipts', ',', 'no', 'email', 'or', 'online', 'chat', 'helpline', ',', 'etc', '.']",31,2022-03-26,08:20:54,neg,neg,neg,1,neg,"['check', 'you', 'receipt', 'very', 'carefully', '!', ""there's"", 'inevitably', 'always', 'miss', 'item', 'and', 'tesco', ""don't"", 'consistently', 'take', 'the', 'correct', 'charge', 'off', '.', 'no', 'tracking', 'of', 'actual', 'receipt', ',', 'no', 'email', 'or', 'online', 'chat', 'helpline', ',', 'etc', '.']"
gp:AOqpTOG8a4ccFla7rbVTg40tWnzrzTNOh2Sh9cwJTh5XRAWyKAiB3kgiqYdXEEXYfV9vx4vLj2dmi4expWx-1Q,black horse,https://play-lh.googleusercontent.com/a-/AOh14GgW-cb3bwvP1DDnEOQSSDUKbqsQnnSsLoWdLQLk,Clubcard is a big scam,1,0,19.29.0,2022-03-25 22:12:25,,,newest,com.tesco.grocery.view,['Clubcard is a big scam'],1,"['clubcard', 'is', 'a', 'big', 'scam']",5,2022-03-25,22:12:25,neg,neg,neu,1,neg,"['clubcard', 'be', 'a', 'big', 'scam']"
gp:AOqpTOEchA9gXhIwMqODLYyUnK6rqzWDEHgeCJAv4cMbAbFZDgkxva49k5gJqIIZjOW8_S7eIbQifYrYjOuZtg,R J,https://play-lh.googleusercontent.com/a/AATXAJyaDyvyZZy1OTVWZUho8lzj7fK1Amc61UajjNMp=mo,"Rubbish won't use this or Tesco again. Confirm payment..redirecting to your bank,then nothing,timeout,repeat,repeat. Make it work",1,0,19.29.0,2022-03-25 18:23:39,,,newest,com.tesco.grocery.view,"[""Rubbish won't use this or Tesco again."", 'Confirm payment..redirecting to your bank,then nothing,timeout,repeat,repeat.', 'Make it work']",3,"['rubbish', ""won't"", 'use', 'this', 'or', 'tesco', 'again', '.', 'confirm', 'payment', '..', 'redirecting', 'to', 'your', 'bank', ',', 'then', 'nothing', ',', 'timeout', ',', 'repeat', ',', 'repeat', '.', 'make', 'it', 'work']",22,2022-03-25,18:23:39,neg,neu,neu,1,neg,"['rubbish', ""won't"", 'use', 'this', 'or', 'tesco', 'again', '.', 'confirm', 'payment', '..', 'redirect', 'to', 'your', 'bank', ',', 'then', 'nothing', ',', 'timeout', ',', 'repeat', ',', 'repeat', '.', 'make', 'it', 'work']"
gp:AOqpTOF-oHNU3OUFT3kQNCGzpWb7Yd9ytDXWbm1L_c279dx-n9wdBsKpHKl9-YsHmruMzh0_WzRlQQ9HU73TiA,Petet Powell,https://play-lh.googleusercontent.com/a/AATXAJw0njKAXwxIPxyR3PvWwaTSecRYSuqgCxiyb9IC=mo,Wont allow account set .....gave up in the end .....doesnt work,1,0,,2022-03-25 12:07:01,,,newest,com.tesco.grocery.view,['Wont allow account set .....gave up in the end .....doesnt work'],1,"['wont', 'allow', 'account', 'set', '...', 'gave', 'up', 'in', 'the', 'end', '...', 'doesnt', 'work']",13,2022-03-25,12:07:01,neg,neg,neu,1,neg,"['wont', 'allow', 'account', 'set', '...', 'give', 'up', 'in', 'the', 'end', '...', 'doesnt', 'work']"
gp:AOqpTOFElsJM37bJN_-jKOhTtZGEwhk_7b2lj-UVeJgjZJgTDqCDyiVuc6x2PWjwioLymZsgOdlj1XHVEdgUjw,Diane Garvie,https://play-lh.googleusercontent.com/a/AATXAJwLpQOtz4vKjt1_n-QOC6SZHe_L1xfbEvy-E-zO=mo,"Terrible , not easy finding items on the different categories. Couldn't change address or cancel, so had to call 3 numbers till the right one . Wont do it again",1,0,19.29.0,2022-03-25 10:27:04,,,newest,com.tesco.grocery.view,"['Terrible , not easy finding items on the different categories.', ""Couldn't change address or cancel, so had to call 3 numbers till the right one ."", 'Wont do it again']",3,"['terrible', ',', 'not', 'easy', 'finding', 'items', 'on', 'the', 'different', 'categories', '.', ""couldn't"", 'change', 'address', 'or', 'cancel', ',', 'so', 'had', 'to', 'call', '3', 'numbers', 'till', 'the', 'right', 'one', '.', 'wont', 'do', 'it', 'again']",27,2022-03-25,10:27:04,neg,neg,neg,1,neg,"['terrible', ',', 'not', 'easy', 'find', 'item', 'on', 'the', 'different', 'category', '.', ""couldn't"", 'change', 'address', 'or', 'cancel', ',', 'so', 'have', 'to', 'call', '3', 'number', 'till', 'the', 'right', 'one', '.', 'wont', 'do', 'it', 'again']"
gp:AOqpTOFlTDHdEvUv0vjtEQzhFgjIxRfaC8jGuIXM_tIiarpxpsA0UqAozxSzJcOaHByNlBTTH-PWhiTC8_uweg,Sandra Woosey,https://play-lh.googleusercontent.com/a/AATXAJx90HXfC3okAX7YQoC1yIqYrms7ZoqptxP0oXZy=mo,I don't like it as it's more diff now to see what's in your baskett,1,0,19.29.0,2022-03-24 22:28:20,,,newest,com.tesco.grocery.view,"[""I don't like it as it's more diff now to see what's in your baskett""]",1,"['i', ""don't"", 'like', 'it', 'as', ""it's"", 'more', 'diff', 'now', 'to', 'see', ""what's"", 'in', 'your', 'baskett']",15,2022-03-24,22:28:20,neg,neg,pos,2,neg,"['i', ""don't"", 'like', 'it', 'as', ""it's"", 'more', 'diff', 'now', 'to', 'see', ""what's"", 'in', 'your', 'baskett']"
gp:AOqpTOFdLb05rWjM_85ryfFj-p65Qo3POIO1ZVNhBaI2_w_OQmYzzUFPyvDgET1ojbLPI1R6TIcZupJLzCettg,Andrea Wright,https://play-lh.googleusercontent.com/a-/AOh14GhIYsCsSX84h3ZT1u-i0RZIRN5wNdxQlEMdBgfjGw,It would be 5* if the pickers checked the notes you spend half the shop doing each week (I don't know why you can't save them for every item you order on a regular basis) I do my shop Friday for the whole of the next week and get everything with that weekends date on so its a rush to eat all perishable stuff or freeze it when you want to eat fresh 3 days later. Am seriously considering stopping using tesco just not worth the stress nowadays.,1,0,19.29.0,2022-03-24 19:14:34,,,newest,com.tesco.grocery.view,"[""It would be 5* if the pickers checked the notes you spend half the shop doing each week (I don't know why you can't save them for every item you order on a regular basis) I do my shop Friday for the whole of the next week and get everything with that weekends date on so its a rush to eat all perishable stuff or freeze it when you want to eat fresh 3 days later."", 'Am seriously considering stopping using tesco just not worth the stress nowadays.']",2,"['it', 'would', 'be', '5', '*', 'if', 'the', 'pickers', 'checked', 'the', 'notes', 'you', 'spend', 'half', 'the', 'shop', 'doing', 'each', 'week', '(', 'i', ""don't"", 'know', 'why', 'you', ""can't"", 'save', 'them', 'for', 'every', 'item', 'you', 'order', 'on', 'a', 'regular', 'basis', ')', 'i', 'do', 'my', 'shop', 'friday', 'for', 'the', 'whole', 'of', 'the', 'next', 'week', 'and', 'get', 'everything', 'with', 'that', 'weekends', 'date', 'on', 'so', 'its', 'a', 'rush', 'to', 'eat', 'all', 'perishable', 'stuff', 'or', 'freeze', 'it', 'when', 'you', 'want', 'to', 'eat', 'fresh', '3', 'days', 'later', '.', 'am', 'seriously', 'considering', 'stopping', 'using', 'tesco', 'just', 'not', 'worth', 'the', 'stress', 'nowadays', '.']",86,2022-03-24,19:14:34,neg,neg,neg,2,neg,"['it', 'would', 'be', '5', '*', 'if', 'the', 'picker', 'check', 'the', 'note', 'you', 'spend', 'half', 'the', 'shop', 'do', 'each', 'week', '(', 'i', ""don't"", 'know', 'why', 'you', ""can't"", 'save', 'them', 'for', 'every', 'item', 'you', 'order', 'on', 'a', 'regular', 'basis', ')', 'i', 'do', 'my', 'shop', 'friday', 'for', 'the', 'whole', 'of', 'the', 'next', 'week', 'and', 'get', 'everything', 'with', 'that', 'weekend', 'date', 'on', 'so', 'its', 'a', 'rush', 'to', 'eat', 'all', 'perishable', 'stuff', 'or', 'freeze', 'it', 'when', 'you', 'want', 'to', 'eat', 'fresh', '3', 'day', 'later', '.', 'be', 'seriously', 'consider', 'stop', 'use', 'tesco', 'just', 'not', 'worth', 'the', 'stress', 'nowadays', '.']"
gp:AOqpTOHOJAVUeA_AWexpbXBSIUFq_B7mLB0RrscrOU74bUtIqCd5eUOZI7VMg-k4vJC4zqStVxlQE3TER1fECQ,Val Saunders,https://play-lh.googleusercontent.com/a/AATXAJxKjhSNESf8C-3k6U0BEPIx61fwgZgaCJb7B90V=mo,The App is very flaky and at times adds additional numbers to items ordered,1,0,19.29.0,2022-03-24 17:44:08,,,newest,com.tesco.grocery.view,['The App is very flaky and at times adds additional numbers to items ordered'],1,"['the', 'app', 'is', 'very', 'flaky', 'and', 'at', 'times', 'adds', 'additional', 'numbers', 'to', 'items', 'ordered']",14,2022-03-24,17:44:08,neg,neu,pos,2,neg,"['the', 'app', 'be', 'very', 'flaky', 'and', 'at', 'time', 'add', 'additional', 'number', 'to', 'item', 'order']"
gp:AOqpTOEWTu1yFkh3mG4gNuHMlL9Duc2xa2U6FRYkr1KIykVXiUcm-oZisxLv0wX9pdWt3kKn5_xEs3AP9IfEVg,Lynette Hollis,https://play-lh.googleusercontent.com/a/AATXAJwk0H1DQ-iCoIoNzGCtGYei17lgqoCpFUqB01vs=mo,Going in circles just to change address.,1,0,,2022-03-24 10:44:26,,,newest,com.tesco.grocery.view,['Going in circles just to change address.'],1,"['going', 'in', 'circles', 'just', 'to', 'change', 'address', '.']",7,2022-03-24,10:44:26,neg,neu,neu,4,pos,"['go', 'in', 'circle', 'just', 'to', 'change', 'address', '.']"
gp:AOqpTOFAKQhQU710T_cIePRd1UprPmnLkRd6-XlaZfN8j9TVMOj2sexVU3CxaqQFdEP-rCjNvoStgOk8oEcPzw,Joe James,https://play-lh.googleusercontent.com/a/AATXAJw2RkwGSbRPvrJPFe-o4qimLoTzY8B7zJHTWLs8=mo,"Good app but it continually asks for a rating even after one has been given, hence one star. Edit: Still asking for a rating, still one star. Edit: Still asking for a rating, would give no stars if possible.",1,1,19.29.0,2022-03-23 22:53:16,,,newest,com.tesco.grocery.view,"['Good app but it continually asks for a rating even after one has been given, hence one star.', 'Edit: Still asking for a rating, still one star.', 'Edit: Still asking for a rating, would give no stars if possible.']",3,"['good', 'app', 'but', 'it', 'continually', 'asks', 'for', 'a', 'rating', 'even', 'after', 'one', 'has', 'been', 'given', ',', 'hence', 'one', 'star', '.', 'edit', ':', 'still', 'asking', 'for', 'a', 'rating', ',', 'still', 'one', 'star', '.', 'edit', ':', 'still', 'asking', 'for', 'a', 'rating', ',', 'would', 'give', 'no', 'stars', 'if', 'possible', '.']",39,2022-03-23,22:53:16,neg,neg,pos,1,neg,"['good', 'app', 'but', 'it', 'continually', 'ask', 'for', 'a', 'rating', 'even', 'after', 'one', 'have', 'be', 'give', ',', 'hence', 'one', 'star', '.', 'edit', ':', 'still', 'ask', 'for', 'a', 'rating', ',', 'still', 'one', 'star', '.', 'edit', ':', 'still', 'ask', 'for', 'a', 'rating', ',', 'would', 'give', 'no', 'star', 'if', 'possible', '.']"
